codigo_interno,nombre_municipio,departamento_nombre,cluster,censo,validos,no_votantes,blanco,no_marcados,votos_cepeda,pct_cepeda,votos_espriella,pct_espriella,votos_dignidad,brecha_vs_espriella,margen_pct
13028,PLANETA RICA,CORDOBA,Caribe + Magdalena Medio,57122,26892,30230,373,283,14570,54.17,10808,40.19,337,-3762,13.980000000000004
23039,CUMBITARA,NARIÑO,Sur andino Nariño,7738,4986,2752,246,46,4107,82.37,378,7.58,49,-3729,74.79
11087,SUAREZ,CAUCA,Pacífico indígena/campesino,19081,10588,8493,468,115,6341,59.88,2638,24.91,140,-3703,34.97
03049,SANTO TOMAS,ATLANTICO,Caribe norte,27540,14141,13399,159,19,8522,60.26,4822,34.09,242,-3700,26.169999999999995
21010,ARACATACA,MAGDALENA,Caribe norte,30598,12389,18209,207,39,7645,61.7,3955,31.92,105,-3690,29.78
28100,OVEJAS,SUCRE,Caribe + Magdalena Medio,23345,12428,10917,104,49,7680,61.79,4075,32.78,79,-3605,29.009999999999998
03028,PALMAR DE VARELA,ATLANTICO,Caribe norte,23661,12232,11429,117,37,7637,62.43,4074,33.3,147,-3563,29.130000000000003
64019,SIBUNDOY,PUTUMAYO,Amazonía,11358,7196,4162,131,20,5006,69.56,1467,20.38,123,-3539,49.18000000000001
05094,SANTA ROSA,BOLIVAR,Caribe + Magdalena Medio,17564,7133,10431,113,12,5107,71.59,1575,22.08,67,-3532,49.510000000000005
12608,LA JAGUA DE IBIRICO,CESAR,Caribe norte,32766,16517,16249,292,33,9472,57.34,5998,36.31,215,-3474,21.03
13007,BUENAVISTA,CORDOBA,Caribe + Magdalena Medio,19373,9028,10345,117,41,6031,66.8,2602,28.82,76,-3429,37.98
03034,POLONUEVO,ATLANTICO,Caribe norte,15174,8239,6935,66,23,5660,68.69,2281,27.68,79,-3379,41.01
25036,EL TARRA,NORTE DE SAN,Catatumbo / Frontera,16333,6398,9935,157,28,4640,72.52,1275,19.92,89,-3365,52.599999999999994
03043,SABANAGRANDE,ATLANTICO,Caribe norte,26426,13436,12990,200,28,7952,59.18,4633,34.48,251,-3319,24.700000000000003
23080,LEIVA,NARIÑO,Sur andino Nariño,8933,5910,3023,232,41,4283,72.47,966,16.34,72,-3317,56.129999999999995
25091,TEORAMA,NORTE DE SAN,Catatumbo / Frontera,12243,5355,6888,129,17,4117,76.88,905,16.9,53,-3212,59.98
23073,LA CRUZ,NARIÑO,Sur andino Nariño,14057,8535,5522,189,29,5416,63.45,2226,26.08,98,-3190,37.370000000000005
48009,HATONUEVO,LA GUAJIRA,Caribe norte,16408,7214,9194,87,20,5031,69.73,1844,25.56,65,-3187,44.17
11010,BUENOS AIRES,CAUCA,Pacífico indígena/campesino,18493,11033,7460,575,244,6162,55.85,2982,27.02,146,-3180,28.830000000000002
88120,ALEMANIA,CONSULADOS,Exterior (consulados),20898,11994,8904,133,0,5649,47.09,2500,20.84,1843,-3149,26.250000000000004
17010,BAJO BAUDO (PIZARRO),CHOCO,Pacífico afro,12460,3968,8492,32,17,3409,85.91,263,6.62,20,-3146,79.28999999999999
12410,EL COPEY,CESAR,Caribe norte,26182,12154,14028,176,48,7212,59.33,4103,33.75,88,-3109,25.58
88380,FRANCIA,CONSULADOS,Exterior (consulados),26881,14259,12622,156,1,6699,46.98,3607,25.29,1690,-3092,21.689999999999998
23040,EL ROSARIO,NARIÑO,Sur andino Nariño,7149,4383,2766,142,34,3564,81.31,475,10.83,19,-3089,70.48
60001,LETICIA,AMAZONAS,Amazonía,45224,20715,24509,401,73,10415,50.27,7328,35.37,476,-3087,14.900000000000006
11086,SUCRE,CAUCA,Pacífico indígena/campesino,5914,3884,2030,96,49,3332,85.78,251,6.46,24,-3081,79.32000000000001
27169,PUERTO WILCHES,SANTANDER,Santanderes rurales,26439,15252,11187,219,38,8480,55.59,5445,35.7,127,-3035,19.89
21049,PIVIJAY,MAGDALENA,Caribe norte,31109,13080,18029,162,55,7442,56.89,4439,33.93,87,-3003,22.96
28320,TOLUVIEJO,SUCRE,Caribe + Magdalena Medio,21678,11717,9961,137,32,7028,59.98,4034,34.42,86,-2994,25.559999999999995
17026,MEDIO BAUDO (PUERTO MELUK),CHOCO,Pacífico afro,9801,3491,6310,24,6,3138,89.88,158,4.52,9,-2980,85.36
21052,PLATO,MAGDALENA,Caribe norte,44068,19537,24531,203,60,10745,54.99,7773,39.78,79,-2972,15.21
17015,CARMEN DEL DARIEN,CHOCO,Pacífico afro,10290,4157,6133,55,15,3436,82.65,478,11.49,19,-2958,71.16000000000001
23145,YACUANQUER,NARIÑO,Sur andino Nariño,9162,5891,3271,96,28,4194,71.19,1236,20.98,73,-2958,50.209999999999994
17043,TADO,CHOCO,Pacífico afro,14631,5221,9410,130,51,3771,72.22,839,16.06,22,-2932,56.16
03037,PUERTO COLOMBIA,ATLANTICO,Caribe norte,39762,21561,18201,199,17,11515,53.4,8590,39.84,584,-2925,13.559999999999995
23088,MAGUI (PAYAN),NARIÑO,Sur andino Nariño,7444,3199,4245,22,5,3005,93.93,92,2.87,18,-2913,91.06
11067,PURACE (COCONUCO),CAUCA,Pacífico indígena/campesino,10038,5846,4192,88,31,4123,70.52,1212,20.73,41,-2911,49.78999999999999
01259,SEGOVIA,ANTIOQUIA,Antioquia rural uribista,33611,11981,21630,531,53,6457,53.89,3588,29.94,445,-2869,23.95
05127,ZAMBRANO,BOLIVAR,Caribe + Magdalena Medio,10102,5021,5081,25,12,3889,77.45,1030,20.51,17,-2859,56.94
48005,DIBULLA,LA GUAJIRA,Caribe norte,24486,8789,15697,124,42,5527,62.88,2752,31.31,71,-2775,31.570000000000004
13020,LA APARTADA (FRONTERA),CORDOBA,Caribe + Magdalena Medio,13069,6040,7029,89,26,4263,70.57,1489,24.65,40,-2774,45.919999999999995
23076,LA FLORIDA,NARIÑO,Sur andino Nariño,9601,5967,3634,73,16,4156,69.64,1386,23.22,68,-2770,46.42
23127,SANTACRUZ (GUACHAVES),NARIÑO,Sur andino Nariño,8101,3907,4194,75,30,3204,82.0,446,11.41,48,-2758,70.59
23094,MOSQUERA,NARIÑO,Pacífico afro,7234,2981,4253,11,2,2831,94.96,80,2.68,8,-2751,92.27999999999999
40010,ARAUQUITA,ARAUCA,Llanos petroleros,36419,14270,22149,485,83,7671,53.75,4931,34.55,198,-2740,19.200000000000003
05091,SANTA CATALINA,BOLIVAR,Caribe + Magdalena Medio,14327,5595,8732,70,20,4011,71.68,1288,23.02,48,-2723,48.66000000000001
64026,PUERTO CAICEDO,PUTUMAYO,Amazonía,10806,4806,6000,123,24,3513,73.09,795,16.54,79,-2718,56.550000000000004
17013,CONDOTO,CHOCO,Pacífico afro,11346,4116,7230,87,19,3216,78.13,515,12.51,31,-2701,65.61999999999999
12200,BOSCONIA,CESAR,Caribe norte,33616,16232,17384,196,172,9008,55.49,6307,38.85,174,-2701,16.64
17011,BOJAYA (BELLAVISTA),CHOCO,Pacífico afro,8977,3149,5828,21,6,2854,90.63,153,4.85,9,-2701,85.78
05106,SOPLAVIENTO,BOLIVAR,Caribe + Magdalena Medio,8956,4778,4178,45,10,3669,76.78,969,20.28,22,-2700,56.5
23082,LINARES,NARIÑO,Sur andino Nariño,8420,4827,3593,93,28,3594,74.45,914,18.93,55,-2680,55.52
24078,QUINCHIA,RISARALDA,Eje cafetero,21596,11360,10236,335,134,5952,52.39,3278,28.85,305,-2674,23.54
23136,TANGUA,NARIÑO,Sur andino Nariño,10318,5862,4456,77,11,4032,68.78,1371,23.38,81,-2661,45.400000000000006
44003,CARTAGENA DEL CHAIRA,CAQUETA,Sur Tolima-Huila-Caquetá,24852,12795,12057,747,191,6593,51.52,3953,30.89,259,-2640,20.630000000000003
28080,MORROA,SUCRE,Caribe + Magdalena Medio,15756,9017,6739,87,18,5547,61.51,2914,32.31,86,-2633,29.199999999999996
15088,FUNZA,CUNDINAMARCA,Bogotá región,81479,58361,23118,1301,48,25293,43.33,22662,38.83,3348,-2631,4.5
23047,FRANCISCO PIZARRO (SALAHONDA),NARIÑO,Sur andino Nariño,7051,3066,3985,28,15,2781,90.7,154,5.02,8,-2627,85.68
21008,ALGARROBO,MAGDALENA,Caribe norte,11156,4913,6243,63,16,3585,72.96,978,19.9,33,-2607,53.059999999999995
28120,PALMITO,SUCRE,Caribe + Magdalena Medio,13448,7579,5869,87,31,4828,63.7,2262,29.84,33,-2566,33.86
25076,SAN CALIXTO,NORTE DE SAN,Catatumbo / Frontera,8620,3588,5032,55,9,2998,83.55,441,12.29,28,-2557,71.25999999999999
23010,ANCUYA,NARIÑO,Sur andino Nariño,7091,3846,3245,48,16,3033,78.86,526,13.67,24,-2507,65.19
17027,MEDIO SAN JUAN,CHOCO,Pacífico afro,7862,3204,4658,47,23,2728,85.14,239,7.45,21,-2489,77.69
13052,SAN JOSE DE URE,CORDOBA,Caribe + Magdalena Medio,8719,4165,4554,59,9,3228,77.5,740,17.76,19,-2488,59.739999999999995
23085,LOS ANDES (SOTOMAYOR),NARIÑO,Sur andino Nariño,8065,5281,2784,203,35,3502,66.31,1072,20.29,117,-2430,46.02
11053,PADILLA,CAUCA,Pacífico indígena/campesino,7325,4091,3234,92,28,3114,76.11,685,16.74,35,-2429,59.370000000000005
11073,SAN SEBASTIAN,CAUCA,Pacífico indígena/campesino,7048,3897,3151,70,43,2970,76.21,542,13.9,8,-2428,62.309999999999995
29073,LIBANO,TOLIMA,Sur Tolima-Huila-Caquetá,34080,17897,16183,340,56,8501,47.49,6087,34.01,418,-2414,13.480000000000004
64025,PUERTO GUZMAN,PUTUMAYO,Amazonía,12863,5297,7566,174,31,3573,67.45,1159,21.88,47,-2414,45.57000000000001
21055,PUEBLOVIEJO,MAGDALENA,Caribe norte,22817,8104,14713,113,36,4940,60.95,2532,31.24,39,-2408,29.710000000000004
13055,SAN PELAYO,CORDOBA,Caribe + Magdalena Medio,38845,20610,18235,225,31,11037,53.55,8642,41.93,162,-2395,11.619999999999997
12375,CHIRIGUANA,CESAR,Caribe norte,25033,11396,13637,136,22,6579,57.73,4190,36.76,77,-2389,20.97
31007,ANDALUCIA,VALLE,Valle del Cauca,19976,10811,9165,177,22,5969,55.21,3604,33.33,305,-2365,21.880000000000003
23125,SANTA BARBARA (ISCUANDE),NARIÑO,Sur andino Nariño,8060,2952,5108,39,3,2558,86.65,204,6.91,6,-2354,79.74000000000001
17002,ATRATO (YUTO),CHOCO,Pacífico afro,8536,3688,4848,55,11,2881,78.11,543,14.72,29,-2338,63.39
23101,PROVIDENCIA,NARIÑO,Sur andino Nariño,5140,2967,2173,36,9,2578,86.88,243,8.19,21,-2335,78.69
28020,CAIMITO,SUCRE,Caribe + Magdalena Medio,10513,5680,4833,60,18,3843,67.65,1518,26.72,28,-2325,40.93000000000001
88355,ESPAÑA,CONSULADOS,Exterior (consulados),307996,127207,180789,1455,46,54162,42.57,51858,40.76,6053,-2304,1.8100000000000023
23034,CUASPUD (CARLOSAMA),NARIÑO,Sur andino Nariño,8200,4548,3652,87,39,3250,71.45,951,20.91,54,-2299,50.540000000000006
23091,MALLAMA (PIEDRANCHA),NARIÑO,Sur andino Nariño,6530,3475,3055,81,20,2775,79.85,486,13.98,29,-2289,65.86999999999999
07166,NOBSA,BOYACA,Boyacá-Cundi rural,13741,10063,3678,162,4,5385,53.51,3101,30.81,454,-2284,22.7
17031,NUQUI,CHOCO,Pacífico afro,7175,3008,4167,22,9,2567,85.33,307,10.2,16,-2260,75.13
11085,SOTARA (PAISPAMBA),CAUCA,Pacífico indígena/campesino,7670,4692,2978,107,29,3136,66.83,891,18.98,51,-2245,47.849999999999994
40017,FORTUL,ARAUCA,Llanos petroleros,13973,6189,7784,183,41,3869,62.51,1628,26.3,88,-2241,36.209999999999994
31115,VIJES,VALLE,Valle del Cauca,11456,6415,5041,98,14,3828,59.67,1591,24.8,107,-2237,34.870000000000005
23121,SAN LORENZO,NARIÑO,Sur andino Nariño,13557,7999,5558,228,55,4428,55.35,2213,27.66,98,-2215,27.69
11037,LA SIERRA,CAUCA,Pacífico indígena/campesino,9228,5819,3409,170,64,3559,61.16,1436,24.67,59,-2123,36.489999999999995
64016,SANTIAGO,PUTUMAYO,Amazonía,6715,3655,3060,62,15,2767,75.7,646,17.67,34,-2121,58.03
17007,BAGADO,CHOCO,Pacífico afro,8439,2843,5596,23,6,2410,84.76,289,10.16,13,-2121,74.60000000000001
13009,CANALETE,CORDOBA,Caribe + Magdalena Medio,18464,8104,10360,68,30,4934,60.88,2822,34.82,54,-2112,26.060000000000002
12720,PUEBLO BELLO,CESAR,Caribe norte,23911,10224,13687,125,59,5910,57.8,3802,37.18,118,-2108,20.619999999999997
24070,PUEBLO RICO,RISARALDA,Eje cafetero,12208,5504,6704,65,46,3513,63.82,1410,25.61,48,-2103,38.21
23079,LA UNION,NARIÑO,Sur andino Nariño,24138,13522,10616,402,50,6754,49.94,4651,34.39,221,-2103,15.549999999999997
28042,EL ROBLE,SUCRE,Caribe + Magdalena Medio,10045,5621,4424,33,18,3729,66.34,1659,29.51,24,-2070,36.83
17008,BAHIA SOLANO (MUTIS),CHOCO,Pacífico afro,9023,3623,5400,42,14,2722,75.13,655,18.07,23,-2067,57.059999999999995
15169,MOSQUERA,CUNDINAMARCA,Bogotá región,99110,73855,25255,1540,48,31194,42.23,29147,39.46,4563,-2047,2.769999999999996
31037,DAGUA,VALLE,Valle del Cauca,38323,19279,19044,407,67,9228,47.86,7193,37.31,293,-2035,10.549999999999997
21079,SITIONUEVO,MAGDALENA,Caribe norte,21932,7452,14480,86,49,4427,59.4,2413,32.38,75,-2014,27.019999999999996
12180,BECERRIL,CESAR,Caribe norte,20407,9147,11260,149,13,5299,57.93,3328,36.38,89,-1971,21.549999999999997
31118,YOTOCO,VALLE,Valle del Cauca,15667,8325,7342,156,29,4636,55.68,2680,32.19,184,-1956,23.490000000000002
29034,COYAIMA,TOLIMA,Sur Tolima-Huila-Caquetá,18820,9864,8956,103,89,5245,53.17,3302,33.47,74,-1943,19.700000000000003
23103,PUERRES,NARIÑO,Sur andino Nariño,7775,4824,2951,57,8,3227,66.89,1293,26.8,62,-1934,40.09
23078,LA TOLA,NARIÑO,Pacífico afro,5890,2435,3455,18,4,2132,87.55,211,8.66,6,-1921,78.89
52041,LA MACARENA,META,Llanos petroleros,12044,7112,4932,311,62,4053,56.98,2132,29.97,81,-1921,27.009999999999998
28050,LA UNION,SUCRE,Caribe + Magdalena Medio,11216,5971,5245,77,17,3748,62.77,1847,30.93,32,-1901,31.840000000000003
23106,PUPIALES,NARIÑO,Sur andino Nariño,15639,9493,6146,180,27,5072,53.42,3181,33.5,191,-1891,19.92
23025,CONSACA,NARIÑO,Sur andino Nariño,9051,5519,3532,116,20,3385,61.33,1500,27.17,85,-1885,34.16
44010,SAN VICENTE DEL CAGUAN,CAQUETA,Sur Tolima-Huila-Caquetá,42016,23742,18274,996,196,11114,46.81,9241,38.92,370,-1873,7.890000000000001
17012,MEDIO ATRATO (BETE),CHOCO,Pacífico afro,7656,2423,5233,20,7,2070,85.43,226,9.32,13,-1844,76.11000000000001
11070,ROSAS,CAUCA,Pacífico indígena/campesino,8785,5375,3410,133,56,3203,59.59,1369,25.46,49,-1834,34.13
23061,ILES,NARIÑO,Sur andino Nariño,7583,3933,3650,60,22,2732,69.46,912,23.18,53,-1820,46.279999999999994
23043,EL TABLON,NARIÑO,Sur andino Nariño,12308,6579,5729,158,22,3836,58.3,2024,30.76,82,-1812,27.539999999999996
23022,COLON (GENOVA),NARIÑO,Sur andino Nariño,7150,3646,3504,143,28,2515,68.97,704,19.3,37,-1811,49.67
13014,COTORRA (BONGO),CORDOBA,Caribe + Magdalena Medio,16866,8968,7898,96,20,5000,55.75,3216,35.86,54,-1784,19.89
17082,NUEVO BELEN DE BAJIRA,CHOCO,Pacífico afro,12574,5123,7451,84,22,3224,62.93,1453,28.36,63,-1771,34.57
17035,RIO QUITO (PAIMADO),CHOCO,Pacífico afro,7564,3311,4253,40,8,2359,71.24,611,18.45,35,-1748,52.78999999999999
31106,TULUA,VALLE,Valle del Cauca,173667,98087,75580,1960,169,43107,43.94,41369,42.17,4064,-1738,1.769999999999996
31058,GINEBRA,VALLE,Valle del Cauca,19287,11030,8257,220,24,5636,51.09,3920,35.53,248,-1716,15.560000000000002
23064,IMUES,NARIÑO,Sur andino Nariño,6831,4014,2817,64,8,2642,65.81,993,24.73,59,-1649,41.08
17025,LLORO,CHOCO,Pacífico afro,9374,3224,6150,43,24,2279,70.68,643,19.94,29,-1636,50.74000000000001
88165,AUSTRALIA,CONSULADOS,Exterior (consulados),32121,20274,11847,296,0,8565,42.24,6933,34.19,2580,-1632,8.050000000000004
05018,CLEMENCIA,BOLIVAR,Caribe + Magdalena Medio,13214,5613,7601,90,24,3422,60.96,1831,32.62,41,-1591,28.340000000000003
23007,ALDANA,NARIÑO,Sur andino Nariño,6319,4136,2183,53,24,2718,65.71,1135,27.44,45,-1583,38.269999999999996
50001,INIRIDA,GUAINIA,Amazonía,27879,9524,18355,200,28,4926,51.72,3351,35.18,164,-1575,16.54
03061,USIACURI,ATLANTICO,Caribe norte,9110,4713,4397,51,23,2942,62.42,1391,29.51,76,-1551,32.91
23044,EL PEÑOL,NARIÑO,Sur andino Nariño,6011,3946,2065,95,9,2600,65.88,1055,26.73,51,-1545,39.14999999999999
01064,CACERES,ANTIOQUIA,Antioquia rural uribista,21081,6365,14716,152,37,3635,57.1,2099,32.97,68,-1536,24.130000000000003
23049,FUNES,NARIÑO,Sur andino Nariño,5987,3567,2420,38,9,2138,59.93,624,17.49,30,-1514,42.44
23046,EL TAMBO,NARIÑO,Sur andino Nariño,11957,7621,4336,159,37,4105,53.86,2594,34.03,121,-1511,19.83
24046,LA VIRGINIA,RISARALDA,Eje cafetero,34065,16860,17205,501,64,7601,45.08,6093,36.13,552,-1508,8.949999999999996
23130,SAPUYES,NARIÑO,Sur andino Nariño,5942,3567,2375,43,12,2382,66.77,876,24.55,34,-1506,42.22
28041,COVEÑAS,SUCRE,Caribe + Magdalena Medio,15615,8320,7295,152,17,4328,52.01,2834,34.06,60,-1494,17.949999999999996
03058,TUBARA,ATLANTICO,Caribe norte,10777,5979,4798,55,14,3576,59.8,2085,34.87,67,-1491,24.93
15100,GACHANCIPA,CUNDINAMARCA,Bogotá región,13081,9510,3571,261,20,4679,49.2,3201,33.65,398,-1478,15.550000000000004
29070,LERIDA,TOLIMA,Sur Tolima-Huila-Caquetá,15583,8490,7093,130,13,4377,51.55,2913,34.31,116,-1464,17.239999999999995
44007,LA MONTAÑITA,CAQUETA,Sur Tolima-Huila-Caquetá,12574,6151,6423,140,34,3482,56.6,2032,33.03,83,-1450,23.57
23100,POTOSI,NARIÑO,Sur andino Nariño,10132,5180,4952,68,17,3080,59.45,1630,31.46,62,-1450,27.990000000000002
29082,NATAGAIMA,TOLIMA,Sur Tolima-Huila-Caquetá,14847,7547,7300,87,28,3943,52.24,2524,33.44,44,-1419,18.800000000000004
01184,MURINDO,ANTIOQUIA,Urabá,3612,1620,1992,2,13,1491,92.03,73,4.5,9,-1418,87.53
11027,FLORENCIA,CAUCA,Pacífico indígena/campesino,5065,3309,1756,167,28,1989,60.1,585,17.67,25,-1404,42.43
01291,VIGIA DEL FUERTE,ANTIOQUIA,Urabá,6906,2192,4714,20,12,1663,75.86,266,12.13,58,-1397,63.73
05016,CORDOBA,BOLIVAR,Caribe + Magdalena Medio,15550,7269,8281,79,26,4175,57.43,2778,38.21,27,-1397,19.22
28180,SAN BENITO ABAD,SUCRE,Caribe + Magdalena Medio,21659,10610,11049,55,31,5766,54.34,4371,41.19,46,-1395,13.150000000000006
31094,SAN PEDRO,VALLE,Valle del Cauca,15255,8239,7016,140,26,4290,52.06,2897,35.16,157,-1393,16.900000000000006
01270,TARAZA,ANTIOQUIA,Antioquia rural uribista,25378,6679,18699,188,31,3594,53.81,2214,33.14,148,-1380,20.67
21058,REMOLINO,MAGDALENA,Caribe norte,7771,3590,4181,33,2,2364,65.84,1026,28.57,69,-1338,37.27
05015,CICUCO,BOLIVAR,Caribe + Magdalena Medio,11673,4756,6917,41,15,2873,60.4,1539,32.35,38,-1334,28.049999999999997
50070,BARRANCOMINAS,GUAINIA,Amazonía,5484,1700,3784,25,14,1457,85.7,124,7.29,10,-1333,78.41
24062,MISTRATO,RISARALDA,Eje cafetero,12754,6159,6595,114,42,3196,51.89,1887,30.63,125,-1309,21.26
17017,EL CANTON DEL SAN PABLO (MAN.,CHOCO,Pacífico afro,6069,2281,3788,33,6,1709,74.92,406,17.79,14,-1303,57.13
60007,PUERTO NARIÑO,AMAZONAS,Amazonía,5172,2204,2968,43,24,1629,73.91,327,14.83,9,-1302,59.08
28240,SAN PEDRO,SUCRE,Caribe + Magdalena Medio,17780,9196,8584,80,38,5009,54.46,3714,40.38,53,-1295,14.079999999999998
44022,SOLANO,CAQUETA,Sur Tolima-Huila-Caquetá,8884,3003,5881,102,29,2005,66.76,729,24.27,21,-1276,42.49000000000001
15250,SOPO,CUNDINAMARCA,Bogotá región,21119,16190,4929,367,17,7099,43.84,5829,36.0,1021,-1270,7.840000000000003
28190,SAN JUAN DE BETULIA (BETULIA),SUCRE,Caribe + Magdalena Medio,12284,7491,4793,74,15,4229,56.45,2963,39.55,50,-1266,16.900000000000006
17014,CERTEGUI,CHOCO,Pacífico afro,5120,2065,3055,38,9,1520,73.6,282,13.65,15,-1238,59.949999999999996
17060,UNION PANAMERICANA (LAS ANIMAS,CHOCO,Pacífico afro,6103,2294,3809,45,8,1631,71.09,401,17.48,23,-1230,53.61
12225,CURUMANI,CESAR,Caribe norte,31317,15356,15961,275,36,7793,50.74,6565,42.75,171,-1228,7.990000000000002
64007,COLON,PUTUMAYO,Amazonía,4734,2848,1886,46,3,1878,65.94,663,23.27,39,-1215,42.67
13043,SAN ANTERO,CORDOBA,Caribe + Magdalena Medio,24949,12275,12674,165,32,6315,51.44,5100,41.54,60,-1215,9.899999999999999
23028,CONTADERO,NARIÑO,Sur andino Nariño,6451,3770,2681,44,7,2331,61.83,1140,30.23,58,-1191,31.599999999999998
17048,UNGUIA,CHOCO,Pacífico afro,10281,3882,6399,52,13,2411,62.1,1221,31.45,22,-1190,30.650000000000002
23058,GUALMATAN,NARIÑO,Sur andino Nariño,5455,3499,1956,96,8,2183,62.38,1014,28.97,70,-1169,33.410000000000004
64013,SAN FRANCISCO,PUTUMAYO,Amazonía,4843,2903,1940,58,6,1851,63.76,698,24.04,51,-1153,39.72
23019,BUESACO,NARIÑO,Sur andino Nariño,18981,10602,8379,227,58,5091,48.01,3965,37.39,143,-1126,10.619999999999997
25043,HACARI,NORTE DE SAN,Catatumbo / Frontera,8288,3212,5076,47,10,2076,64.63,955,29.73,30,-1121,34.89999999999999
17028,NOVITA,CHOCO,Pacífico afro,6022,2090,3932,63,10,1463,70.0,352,16.84,15,-1111,53.16
28030,COLOSO (RICAURTE),SUCRE,Caribe + Magdalena Medio,8785,4338,4447,55,17,2548,58.73,1440,33.19,31,-1108,25.54
15239,SIBATE,CUNDINAMARCA,Bogotá región,28107,18682,9425,382,25,8296,44.4,7196,38.51,718,-1100,5.890000000000001
05072,SAN CRISTOBAL,BOLIVAR,Caribe + Magdalena Medio,8171,3637,4534,37,7,2285,62.82,1192,32.77,25,-1093,30.049999999999997
17022,JURADO,CHOCO,Pacífico afro,3898,1441,2457,23,2,1224,84.94,152,10.54,4,-1072,74.4
23096,NARIÑO,NARIÑO,Sur andino Nariño,5225,3381,1844,52,11,2080,61.52,1034,30.58,64,-1046,30.940000000000005
23017,BELEN,NARIÑO,Sur andino Nariño,5343,3085,2258,127,11,1828,59.25,786,25.47,43,-1042,33.78
15259,SUESCA,CUNDINAMARCA,Bogotá región,12064,8527,3537,247,23,3958,46.41,2962,34.73,354,-996,11.68
11079,SANTA ROSA,CAUCA,Pacífico indígena/campesino,4121,2113,2008,21,8,1471,69.61,478,22.62,13,-993,46.989999999999995
31076,OBANDO,VALLE,Valle del Cauca,10871,5265,5606,79,26,2772,52.64,1783,33.86,90,-989,18.78
48018,URUMITA,LA GUAJIRA,Caribe norte,9383,5310,4073,68,7,3036,57.17,2087,39.3,41,-949,17.870000000000005
05124,VILLANUEVA,BOLIVAR,Caribe + Magdalena Medio,17747,7342,10405,127,47,3845,52.36,2916,39.71,66,-929,12.649999999999999
23097,OSPINA,NARIÑO,Sur andino Nariño,6043,3206,2837,97,16,1862,58.07,945,29.47,37,-917,28.6
01187,MUTATA,ANTIOQUIA,Urabá,16472,5781,10691,101,39,3065,53.01,2151,37.2,80,-914,15.809999999999995
31067,LA CUMBRE,VALLE,Valle del Cauca,14324,7990,6334,160,22,3864,48.36,2973,37.2,145,-891,11.159999999999997
64004,PUERTO LEGUIZAMO,PUTUMAYO,Amazonía,15722,5422,10300,128,41,2867,52.87,1978,36.48,90,-889,16.39
05043,MOMPOS,BOLIVAR,Caribe + Magdalena Medio,39829,17047,22782,186,49,8271,48.51,7404,43.43,120,-867,5.079999999999998
05031,MAHATES,BOLIVAR,Caribe + Magdalena Medio,22905,9050,13855,135,30,4427,48.91,3564,39.38,66,-863,9.529999999999994
17040,SIPI,CHOCO,Pacífico afro,3186,1079,2107,16,7,939,87.02,83,7.69,6,-856,79.33
21078,SANTA BARBARA DE PINTO,MAGDALENA,Caribe norte,9306,4026,5280,42,10,2323,57.69,1484,36.86,11,-839,20.83
21085,TENERIFE,MAGDALENA,Caribe norte,12231,4977,7254,64,22,2740,55.05,1911,38.39,32,-829,16.659999999999997
13016,CHIMA,CORDOBA,Caribe + Magdalena Medio,13673,7090,6583,50,11,3737,52.7,2923,41.22,30,-814,11.480000000000004
48008,DISTRACCION,LA GUAJIRA,Caribe norte,11585,4948,6637,59,12,2764,55.86,1959,39.59,28,-805,16.269999999999996
28260,SINCE,SUCRE,Caribe + Magdalena Medio,27811,14072,13739,207,42,6856,48.72,6093,43.29,135,-763,5.43
17032,RIO IRO,CHOCO,Pacífico afro,4707,1574,3133,38,2,1078,68.48,316,20.07,9,-762,48.410000000000004
11060,PIAMONTE,CAUCA,Pacífico indígena/campesino,6733,2802,3931,80,17,1628,58.1,875,31.22,22,-753,26.880000000000003
01301,ZARAGOZA,ANTIOQUIA,Antioquia rural uribista,21838,6234,15604,197,34,3012,48.31,2263,36.3,115,-749,12.010000000000005
05014,CANTAGALLO,BOLIVAR,Caribe + Magdalena Medio,8672,4539,4133,38,4,2519,55.49,1781,39.23,34,-738,16.260000000000005
05084,SAN PABLO,BOLIVAR,Caribe + Magdalena Medio,21137,9121,12016,176,39,4521,49.56,3802,41.68,106,-719,7.880000000000003
21020,CONCORDIA,MAGDALENA,Caribe norte,12450,4389,8061,26,19,2414,55.0,1702,38.77,25,-712,16.229999999999997
48020,VILLANUEVA,LA GUAJIRA,Caribe norte,20312,9962,10350,124,16,5027,50.46,4316,43.32,148,-711,7.140000000000001
29016,ARMERO (GUAYABAL),TOLIMA,Sur Tolima-Huila-Caquetá,10533,5668,4865,90,16,2853,50.33,2143,37.8,72,-710,12.530000000000001
88155,ARGENTINA,CONSULADOS,Exterior (consulados),21438,10356,11082,138,0,4499,43.44,3817,36.85,779,-682,6.589999999999996
07059,CUBARA,BOYACA,Boyacá-Cundi rural,7075,2979,4096,50,12,1679,56.36,1051,35.28,51,-628,21.08
01117,EL BAGRE,ANTIOQUIA,Antioquia rural uribista,42597,13496,29101,414,130,6230,46.16,5608,41.55,292,-622,4.609999999999999
05005,ARENAL,BOLIVAR,Caribe + Magdalena Medio,6997,3002,3995,50,6,1723,57.39,1103,36.74,24,-620,20.65
13061,VALENCIA,CORDOBA,Caribe + Magdalena Medio,28857,12515,16342,185,34,6175,49.34,5561,44.43,88,-614,4.910000000000004
