codigo_interno,nombre_municipio,departamento_nombre,cluster,censo,validos,no_votantes,blanco,no_marcados,votos_cepeda,pct_cepeda,votos_espriella,pct_espriella,votos_dignidad,brecha_vs_espriella,margen_pct
15079,FOMEQUE,CUNDINAMARCA,Bogotá región,9940,6723,3217,82,9,991,14.74,4786,71.18,137,3795,-56.440000000000005
19037,GIGANTE,HUILA,Sur Tolima-Huila-Caquetá,20740,11851,8889,194,27,3264,27.54,7006,59.11,220,3742,-31.57
27124,LOS SANTOS,SANTANDER,Santanderes rurales,10724,7060,3664,108,16,1129,15.99,4848,68.66,170,3719,-52.669999999999995
29103,ROVIRA,TOLIMA,Sur Tolima-Huila-Caquetá,21600,9861,11739,193,30,1952,19.79,5659,57.38,138,3707,-37.59
07008,AQUITANIA (PUEBLOVIEJO),BOYACA,Boyacá-Cundi rural,12939,7441,5498,99,15,1210,16.26,4882,65.6,171,3672,-49.33999999999999
15154,LENGUAZAQUE,CUNDINAMARCA,Bogotá región,7578,5543,2035,81,8,496,8.94,4162,75.08,149,3666,-66.14
19040,GUADALUPE,HUILA,Sur Tolima-Huila-Caquetá,14792,8048,6744,153,18,1650,20.5,5302,65.87,195,3652,-45.370000000000005
19067,SALADOBLANCO,HUILA,Sur Tolima-Huila-Caquetá,10860,6283,4577,89,22,1028,16.36,4668,74.29,61,3640,-57.93000000000001
25031,CHITAGA,NORTE DE SAN,Catatumbo / Frontera,9251,5414,3837,61,19,480,8.86,4114,75.98,168,3634,-67.12
15064,CHOCONTA,CUNDINAMARCA,Bogotá región,17046,11108,5938,239,18,2791,25.12,6416,57.76,491,3625,-32.64
15256,SUBACHOQUE,CUNDINAMARCA,Bogotá región,13337,9780,3557,195,7,2160,22.08,5771,59.0,440,3611,-36.92
01232,SAN LUIS,ANTIOQUIA,Antioquia rural uribista,12362,6796,5566,63,15,1045,15.37,4632,68.15,264,3587,-52.78000000000001
01220,SALGAR,ANTIOQUIA,Antioquia rural uribista,14228,5752,8476,56,29,454,7.89,4025,69.97,135,3571,-62.08
15034,CAPARRAPI,CUNDINAMARCA,Bogotá región,10738,5614,5124,80,21,715,12.73,4269,76.04,83,3554,-63.31
27145,OIBA,SANTANDER,Santanderes rurales,9963,6354,3609,84,19,1023,16.1,4566,71.86,136,3543,-55.76
25019,CACHIRA,NORTE DE SAN,Catatumbo / Frontera,7567,4653,2914,22,2,342,7.35,3885,83.49,31,3543,-76.14
07235,SAMACA,BOYACA,Boyacá-Cundi rural,16357,10466,5891,170,18,2519,24.06,5988,57.21,516,3469,-33.150000000000006
01241,SAN ROQUE,ANTIOQUIA,Antioquia rural uribista,16675,8453,8222,127,53,1201,14.2,4664,55.17,241,3463,-40.97
25010,BOCHALEMA,NORTE DE SAN,Catatumbo / Frontera,8657,5067,3590,49,9,569,11.22,3973,78.4,127,3404,-67.18
19079,TARQUI,HUILA,Sur Tolima-Huila-Caquetá,13183,7588,5595,143,18,1693,22.31,5038,66.39,131,3345,-44.08
21076,SANTA ANA,MAGDALENA,Caribe norte,17898,8654,9244,69,15,2457,28.39,5794,66.95,49,3337,-38.56
01100,CONCORDIA,ANTIOQUIA,Antioquia rural uribista,16331,6764,9567,163,42,901,13.32,4234,62.59,154,3333,-49.27
27058,CURITI,SANTANDER,Santanderes rurales,10784,7604,3180,92,7,1629,21.42,4951,65.11,151,3322,-43.69
46540,MONTERREY,CASANARE,Llanos petroleros,12634,8686,3948,156,14,2032,23.39,5339,61.46,221,3307,-38.07
25007,ARBOLEDAS,NORTE DE SAN,Catatumbo / Frontera,7816,4841,2975,40,12,377,7.78,3650,75.39,63,3273,-67.61
01004,ABEJORRAL,ANTIOQUIA,Antioquia rural uribista,15398,7472,7926,113,53,924,12.36,4191,56.08,343,3267,-43.72
46865,TRINIDAD,CASANARE,Llanos petroleros,9930,5887,4043,74,13,946,16.06,4167,70.78,64,3221,-54.72
01076,CAÑASGORDAS,ANTIOQUIA,Antioquia rural uribista,14948,7497,7451,110,39,1044,13.92,4258,56.79,168,3214,-42.87
25079,SAN CAYETANO,NORTE DE SAN,Catatumbo / Frontera,10193,4880,5313,34,10,623,12.76,3824,78.36,134,3201,-65.6
09115,SAMANA,CALDAS,Eje cafetero,16703,8667,8036,164,63,1588,18.32,4743,54.72,196,3155,-36.4
15334,YACOPI,CUNDINAMARCA,Bogotá región,10829,5337,5492,49,25,795,14.89,3944,73.89,63,3149,-59.0
01238,SAN RAFAEL,ANTIOQUIA,Antioquia rural uribista,13798,7438,6360,106,40,1230,16.53,4376,58.83,389,3146,-42.3
01145,GUATAPE,ANTIOQUIA,Antioquia rural uribista,8412,5941,2471,67,13,799,13.44,3883,65.35,312,3084,-51.91
01229,SAN JERONIMO,ANTIOQUIA,Antioquia rural uribista,13854,7566,6288,145,28,1463,19.33,4532,59.89,249,3069,-40.56
25025,CUCUTILLA,NORTE DE SAN,Catatumbo / Frontera,7113,4329,2784,43,19,340,7.85,3403,78.6,63,3063,-70.75
19051,OPORAPA,HUILA,Sur Tolima-Huila-Caquetá,9138,5466,3672,96,9,808,14.78,3870,70.8,114,3062,-56.019999999999996
15037,CAQUEZA,CUNDINAMARCA,Bogotá región,14914,9789,5125,154,19,2764,28.23,5809,59.34,336,3045,-31.110000000000003
12750,RIO DE ORO,CESAR,Caribe norte,17091,9220,7871,141,25,2560,27.76,5598,60.71,202,3038,-32.95
29109,SAN LUIS,TOLIMA,Sur Tolima-Huila-Caquetá,12259,7240,5019,86,22,1553,21.45,4568,63.09,85,3015,-41.64
01118,ENTRERRIOS,ANTIOQUIA,Antioquia rural uribista,9822,5771,4051,144,14,775,13.42,3765,65.23,436,2990,-51.81
01055,BETULIA,ANTIOQUIA,Antioquia rural uribista,13811,5591,8220,90,52,605,10.82,3581,64.04,147,2976,-53.220000000000006
01016,AMALFI,ANTIOQUIA,Antioquia rural uribista,19004,6657,12347,232,37,1140,17.12,4087,61.39,327,2947,-44.269999999999996
01160,JERICO,ANTIOQUIA,Antioquia rural uribista,11478,6894,4584,131,24,1228,17.81,4143,60.09,255,2915,-42.28
29019,ATACO,TOLIMA,Sur Tolima-Huila-Caquetá,16727,7489,9238,86,41,1413,18.86,4326,57.76,81,2913,-38.9
01157,JARDIN,ANTIOQUIA,Antioquia rural uribista,13380,8530,4850,129,22,1918,22.48,4799,56.26,405,2881,-33.78
27136,MOGOTES,SANTANDER,Santanderes rurales,8321,5254,3067,49,24,743,14.14,3622,68.93,87,2879,-54.790000000000006
46520,MANI,CASANARE,Llanos petroleros,12056,7516,4540,145,19,1830,24.34,4699,62.51,131,2869,-38.17
19025,TESALIA (CARNICERIAS),HUILA,Sur Tolima-Huila-Caquetá,8835,5438,3397,99,14,968,17.8,3825,70.33,107,2857,-52.53
27202,SUAITA,SANTANDER,Santanderes rurales,8714,5208,3506,38,6,812,15.59,3650,70.08,89,2838,-54.489999999999995
27061,CHARALA,SANTANDER,Santanderes rurales,10354,6729,3625,90,11,1387,20.61,4201,62.43,156,2814,-41.82
46700,PORE,CASANARE,Llanos petroleros,8570,5132,3438,72,21,847,16.5,3622,70.57,72,2775,-54.06999999999999
09055,MANZANARES,CALDAS,Eje cafetero,15388,7793,7595,140,41,1188,15.24,3948,50.66,211,2760,-35.419999999999995
88285,COSTA RICA,CONSULADOS,Exterior (consulados),11848,5702,6146,22,2,1060,18.58,3788,66.43,276,2728,-47.85000000000001
15010,ANAPOIMA,CUNDINAMARCA,Bogotá región,13526,8686,4840,115,19,2349,27.04,5012,57.7,216,2663,-30.660000000000004
25040,GRAMALOTE,NORTE DE SAN,Catatumbo / Frontera,5772,3666,2106,20,9,277,7.55,2923,79.73,89,2646,-72.18
19074,SANTA MARIA,HUILA,Sur Tolima-Huila-Caquetá,8908,5171,3737,70,12,824,15.93,3457,66.85,104,2633,-50.919999999999995
01206,PUERTO TRIUNFO,ANTIOQUIA,Magdalena Medio,15284,7843,7441,148,44,2061,26.27,4688,59.77,206,2627,-33.5
46320,HATO COROZAL,CASANARE,Llanos petroleros,7903,4761,3142,62,13,806,16.92,3410,71.62,45,2604,-54.7
46830,SAN LUIS DE PALENQUE,CASANARE,Llanos petroleros,6647,4201,2446,63,19,533,12.68,3127,74.43,74,2594,-61.75000000000001
05059,PINILLOS,BOLIVAR,Caribe + Magdalena Medio,19007,7647,11360,48,20,2291,29.95,4877,63.77,36,2586,-33.82000000000001
27120,LANDAZURI,SANTANDER,Santanderes rurales,10254,5438,4816,79,11,1163,21.38,3741,68.79,62,2578,-47.41000000000001
25051,LA ESPERANZA,NORTE DE SAN,Catatumbo / Frontera,10500,5625,4875,77,10,1232,21.9,3797,67.5,76,2565,-45.6
19058,PITAL,HUILA,Sur Tolima-Huila-Caquetá,10600,6153,4447,83,13,1380,22.42,3926,63.8,122,2546,-41.379999999999995
27223,ZAPATOCA,SANTANDER,Santanderes rurales,8399,5431,2968,105,6,1076,19.81,3615,66.56,146,2539,-46.75
27221,VILLANUEVA,SANTANDER,Santanderes rurales,7350,4997,2353,73,10,757,15.14,3280,65.63,154,2523,-50.489999999999995
15013,ANOLAIMA,CUNDINAMARCA,Bogotá región,12210,7722,4488,120,15,1867,24.17,4389,56.83,281,2522,-32.66
25088,SILOS,NORTE DE SAN,Catatumbo / Frontera,4773,3022,1751,27,6,120,3.97,2628,86.96,46,2508,-82.99
09079,PACORA,CALDAS,Eje cafetero,11981,6768,5213,142,63,971,14.34,3463,51.16,201,2492,-36.81999999999999
01292,VENECIA,ANTIOQUIA,Antioquia rural uribista,11398,5672,5726,79,17,1035,18.24,3500,61.7,151,2465,-43.46000000000001
15166,MEDINA,CUNDINAMARCA,Bogotá región,6883,4261,2622,47,10,711,16.68,3176,74.53,73,2465,-57.85
15112,GUACHETA,CUNDINAMARCA,Bogotá región,9577,6140,3437,142,15,1187,19.33,3635,59.2,194,2448,-39.870000000000005
15244,SIMIJACA,CUNDINAMARCA,Bogotá región,10287,6815,3472,137,10,1679,24.63,4122,60.48,257,2443,-35.849999999999994
05004,ACHI,BOLIVAR,Caribe + Magdalena Medio,18850,7919,10931,75,47,2215,27.97,4658,58.82,37,2443,-30.85
46560,NUNCHIA,CASANARE,Llanos petroleros,6567,4152,2415,42,20,566,13.63,2990,72.01,35,2424,-58.38
27016,BARICHARA,SANTANDER,Santanderes rurales,7939,5539,2400,71,13,1157,20.88,3554,64.16,238,2397,-43.28
09133,VITERBO,CALDAS,Eje cafetero,13569,7639,5930,120,29,1707,22.34,4100,53.67,184,2393,-31.330000000000002
01290,VEGACHI,ANTIOQUIA,Antioquia rural uribista,12320,4822,7498,132,19,722,14.97,3100,64.28,177,2378,-49.31
01298,YOLOMBO,ANTIOQUIA,Antioquia rural uribista,17356,7588,9768,169,48,1615,21.28,3987,52.54,350,2372,-31.259999999999998
07176,OTANCHE,BOYACA,Boyacá-Cundi rural,7330,4276,3054,25,7,643,15.03,3003,70.22,89,2360,-55.19
25069,PUERTO SANTANDER,NORTE DE SAN,Catatumbo / Frontera,21306,3646,17660,29,10,473,12.97,2829,77.59,77,2356,-64.62
25049,LABATECA,NORTE DE SAN,Catatumbo / Frontera,5592,3156,2436,24,3,290,9.18,2640,83.65,40,2350,-74.47
01172,LIBORINA,ANTIOQUIA,Antioquia rural uribista,9604,4808,4796,59,20,700,14.55,3029,62.99,170,2329,-48.44
15157,MACHETA,CUNDINAMARCA,Bogotá región,6610,4257,2353,44,12,640,15.03,2939,69.03,115,2299,-54.0
15049,CUCUNUBA,CUNDINAMARCA,Bogotá región,5388,3961,1427,66,10,509,12.85,2804,70.79,92,2295,-57.940000000000005
15229,SAN FRANCISCO,CUNDINAMARCA,Bogotá región,9807,6347,3460,88,15,1516,23.88,3805,59.94,182,2289,-36.06
09013,ARANZAZU,CALDAS,Eje cafetero,11178,5859,5319,142,36,679,11.58,2967,50.64,193,2288,-39.06
01115,EBEJICO,ANTIOQUIA,Antioquia rural uribista,11353,5542,5811,92,34,946,17.06,3233,58.33,155,2287,-41.269999999999996
27010,ARATOCA,SANTANDER,Santanderes rurales,7181,4613,2568,50,13,867,18.79,3154,68.37,65,2287,-49.580000000000005
01136,GOMEZ PLATA,ANTIOQUIA,Antioquia rural uribista,9103,4655,4448,118,20,691,14.84,2944,63.24,241,2253,-48.400000000000006
15198,PARATEBUENO (LA NAGUAYA),CUNDINAMARCA,Bogotá región,7784,4725,3059,42,11,976,20.65,3221,68.16,89,2245,-47.51
15298,UBALA,CUNDINAMARCA,Bogotá región,8784,4670,4114,60,23,921,19.72,3154,67.53,68,2233,-47.81
25070,RAGONVALIA,NORTE DE SAN,Catatumbo / Frontera,10042,2905,7137,21,10,185,6.36,2417,83.2,55,2232,-76.84
25013,BUCARASICA,NORTE DE SAN,Catatumbo / Frontera,4553,2713,1840,27,12,124,4.57,2346,86.47,32,2222,-81.9
05044,MORALES,BOLIVAR,Caribe + Magdalena Medio,13136,6806,6330,82,28,2066,30.35,4284,62.94,54,2218,-32.589999999999996
15274,TAUSA,CUNDINAMARCA,Bogotá región,6433,4477,1956,113,4,729,16.28,2936,65.57,136,2207,-49.28999999999999
15235,SASAIMA,CUNDINAMARCA,Bogotá región,9558,6052,3506,107,23,1390,22.96,3590,59.31,196,2200,-36.35
25067,PAMPLONITA,NORTE DE SAN,Catatumbo / Frontera,4537,3257,1280,41,8,294,9.02,2471,75.86,104,2177,-66.84
15319,VERGARA,CUNDINAMARCA,Bogotá región,7214,4148,3066,49,5,685,16.51,2837,68.39,98,2152,-51.879999999999995
15316,UTICA,CUNDINAMARCA,Bogotá región,5032,3128,1904,36,6,359,11.47,2504,80.05,38,2145,-68.58
27211,TONA,SANTANDER,Santanderes rurales,5777,3717,2060,56,8,567,15.25,2672,71.88,60,2105,-56.629999999999995
01253,SANTO DOMINGO,ANTIOQUIA,Antioquia rural uribista,9634,5285,4349,108,23,861,16.29,2965,56.1,211,2104,-39.81
19082,TELLO,HUILA,Sur Tolima-Huila-Caquetá,11160,5744,5416,112,14,1432,24.93,3536,61.55,71,2104,-36.62
07334,UMBITA,BOYACA,Boyacá-Cundi rural,5746,3780,1966,40,5,632,16.71,2703,71.5,87,2071,-54.79
01190,NARIÑO,ANTIOQUIA,Antioquia rural uribista,8793,3750,5043,51,25,315,8.4,2383,63.54,60,2068,-55.14
27094,GUACA,SANTANDER,Santanderes rurales,5634,3195,2439,37,5,386,12.08,2438,76.3,34,2052,-64.22
09061,MARQUETALIA,CALDAS,Eje cafetero,12327,6666,5661,104,22,844,12.66,2878,43.17,173,2034,-30.51
07217,RAMIRIQUI,BOYACA,Boyacá-Cundi rural,9450,5806,3644,62,11,1504,25.9,3528,60.76,163,2024,-34.86
07226,SABOYA,BOYACA,Boyacá-Cundi rural,10514,6447,4067,84,19,1767,27.4,3777,58.58,114,2010,-31.18
15148,LA PEÑA,CUNDINAMARCA,Bogotá región,6054,3514,2540,43,19,455,12.94,2456,69.89,63,2001,-56.95
19052,PAICOL,HUILA,Sur Tolima-Huila-Caquetá,5480,3489,1991,40,11,569,16.3,2560,73.37,50,1991,-57.07000000000001
46640,OROCUE,CASANARE,Llanos petroleros,8906,4985,3921,86,28,1241,24.89,3199,64.17,47,1958,-39.28
15208,QUEBRADANEGRA,CUNDINAMARCA,Bogotá región,4356,3087,1269,23,4,408,13.21,2357,76.35,53,1949,-63.13999999999999
15058,CHIPAQUE,CUNDINAMARCA,Bogotá región,8580,5781,2799,83,7,1552,26.84,3497,60.49,161,1945,-33.650000000000006
25034,DURANIA,NORTE DE SAN,Catatumbo / Frontera,6991,3030,3961,31,3,311,10.26,2251,74.29,78,1940,-64.03
19007,AGRADO,HUILA,Sur Tolima-Huila-Caquetá,8144,4740,3404,73,9,1086,22.91,3022,63.75,80,1936,-40.84
27119,LA BELLEZA,SANTANDER,Santanderes rurales,5754,3305,2449,27,4,374,11.31,2304,69.71,56,1930,-58.39999999999999
19085,TERUEL,HUILA,Sur Tolima-Huila-Caquetá,6800,3830,2970,55,8,648,16.91,2567,67.02,53,1919,-50.11
07249,SAN PABLO DE BORBUR,BOYACA,Boyacá-Cundi rural,6064,3446,2618,31,6,500,14.5,2415,70.08,74,1915,-55.58
52015,CUBARRAL,META,Llanos petroleros,5858,3904,1954,49,3,740,18.95,2654,67.98,65,1914,-49.03
19056,PALESTINA,HUILA,Sur Tolima-Huila-Caquetá,10372,5919,4453,147,25,1583,26.74,3491,58.97,85,1908,-32.230000000000004
07154,MONGUA,BOYACA,Boyacá-Cundi rural,4098,2892,1206,15,5,375,12.96,2280,78.83,31,1905,-65.87
27196,SIMACOTA,SANTANDER,Santanderes rurales,6352,4057,2295,50,8,827,20.38,2732,67.34,43,1905,-46.96000000000001
25037,EL CARMEN,NORTE DE SAN,Catatumbo / Frontera,11409,5179,6230,42,18,1468,28.34,3372,65.1,106,1904,-36.75999999999999
27043,CERRITO,SANTANDER,Santanderes rurales,5605,3313,2292,40,16,475,14.33,2366,71.41,81,1891,-57.08
07073,CHITA,BOYACA,Boyacá-Cundi rural,6277,3201,3076,32,21,520,16.24,2402,75.03,30,1882,-58.790000000000006
01052,BETANIA,ANTIOQUIA,Antioquia rural uribista,8406,3617,4789,53,18,494,13.65,2365,65.38,117,1871,-51.73
25097,VILLA CARO,NORTE DE SAN,Catatumbo / Frontera,4121,2349,1772,16,5,162,6.89,2030,86.41,43,1868,-79.52
27055,COROMORO,SANTANDER,Santanderes rurales,4327,2834,1493,25,7,297,10.47,2162,76.28,29,1865,-65.81
15214,QUIPILE,CUNDINAMARCA,Bogotá región,6221,3663,2558,31,13,568,15.5,2428,66.28,60,1860,-50.78
25055,LOURDES,NORTE DE SAN,Catatumbo / Frontera,3813,2379,1434,20,9,120,5.04,1973,82.93,55,1853,-77.89
72008,LA PRIMAVERA,VICHADA,Llanos petroleros,7363,3468,3895,48,8,647,18.65,2499,72.05,66,1852,-53.4
07241,SAN LUIS DE GACENO,BOYACA,Boyacá-Cundi rural,4191,2632,1559,20,5,298,11.32,2132,81.0,51,1834,-69.68
05026,HATILLO DE LOBA,BOLIVAR,Caribe + Magdalena Medio,12492,5159,7333,23,8,1534,29.73,3349,64.91,15,1815,-35.17999999999999
27133,MATANZA,SANTANDER,Santanderes rurales,5312,3417,1895,37,13,506,14.8,2319,67.86,49,1813,-53.06
07304,TIBANA,BOYACA,Boyacá-Cundi rural,7542,4164,3378,40,13,944,22.67,2736,65.7,77,1792,-43.03
24094,SANTUARIO,RISARALDA,Eje cafetero,11809,5477,6332,123,43,1236,22.56,3020,55.13,169,1784,-32.57000000000001
27175,SAN ANDRES,SANTANDER,Santanderes rurales,6626,3814,2812,51,12,731,19.16,2510,65.81,66,1779,-46.650000000000006
19028,COLOMBIA,HUILA,Sur Tolima-Huila-Caquetá,6862,3495,3367,50,10,604,17.28,2382,68.15,50,1778,-50.870000000000005
07031,BUENAVISTA,BOYACA,Boyacá-Cundi rural,5008,3089,1919,20,5,486,15.73,2257,73.06,35,1771,-57.33
27217,VALLE DE SAN JOSE,SANTANDER,Santanderes rurales,5349,3756,1593,46,6,745,19.83,2510,66.82,81,1765,-46.989999999999995
29043,DOLORES,TOLIMA,Sur Tolima-Huila-Caquetá,7145,3904,3241,34,8,784,20.08,2544,65.16,67,1760,-45.08
15040,CARMEN DE CARUPA,CUNDINAMARCA,Bogotá región,6379,3957,2422,79,10,693,17.51,2448,61.86,120,1755,-44.349999999999994
27157,PARAMO,SANTANDER,Santanderes rurales,4028,2865,1163,31,2,329,11.48,2079,72.56,84,1750,-61.08
27034,CAPITANEJO,SANTANDER,Santanderes rurales,4989,2932,2057,27,6,402,13.71,2146,73.19,55,1744,-59.48
15232,SAN JUAN DE RIOSECO,CUNDINAMARCA,Bogotá región,9104,5277,3827,56,17,1390,26.34,3126,59.23,121,1736,-32.89
15103,GACHETA,CUNDINAMARCA,Bogotá región,8830,5197,3633,80,16,1284,24.7,3018,58.07,183,1734,-33.370000000000005
15307,UNE,CUNDINAMARCA,Bogotá región,6806,4479,2327,92,3,992,22.14,2717,60.66,136,1725,-38.519999999999996
15085,FOSCA,CUNDINAMARCA,Bogotá región,5549,3493,2056,34,3,765,21.9,2487,71.19,45,1722,-49.29
01202,PUEBLORRICO,ANTIOQUIA,Antioquia rural uribista,7431,3611,3820,38,12,569,15.75,2251,62.33,101,1682,-46.58
05009,ARROYO HONDO,BOLIVAR,Caribe + Magdalena Medio,10952,3890,7062,33,8,982,25.24,2650,68.12,41,1668,-42.88000000000001
25052,LA PLAYA,NORTE DE SAN,Catatumbo / Frontera,7125,2980,4145,34,12,536,17.98,2204,73.95,47,1668,-55.97
52042,LEJANIAS,META,Llanos petroleros,9032,5082,3950,99,18,1358,26.72,3018,59.38,91,1660,-32.660000000000004
27097,GUADALUPE,SANTANDER,Santanderes rurales,4290,2846,1444,31,9,317,11.13,1976,69.43,34,1659,-58.300000000000004
07148,MARIPI,BOYACA,Boyacá-Cundi rural,5932,2826,3106,14,6,341,12.06,1996,70.62,27,1655,-58.56
01175,MACEO,ANTIOQUIA,Magdalena Medio,8739,4379,4360,71,15,867,19.79,2517,57.47,132,1650,-37.68
25058,MUTISCUA,NORTE DE SAN,Catatumbo / Frontera,3353,2105,1248,21,3,120,5.7,1765,83.84,23,1645,-78.14
15301,UBAQUE,CUNDINAMARCA,Bogotá región,6318,4164,2154,68,8,951,22.83,2580,61.95,98,1629,-39.120000000000005
01097,CONCEPCION,ANTIOQUIA,Antioquia rural uribista,4565,2720,1845,42,17,278,10.22,1902,69.92,101,1624,-59.7
29106,SAN ANTONIO,TOLIMA,Sur Tolima-Huila-Caquetá,10723,5091,5632,63,27,1165,22.88,2786,54.72,79,1621,-31.84
27187,SAN JOSE DE MIRANDA,SANTANDER,Santanderes rurales,4502,2915,1587,36,9,345,11.83,1961,67.27,49,1616,-55.44
01217,SABANALARGA,ANTIOQUIA,Antioquia rural uribista,7850,3507,4343,55,18,504,14.37,2116,60.33,70,1612,-45.96
01039,ARGELIA,ANTIOQUIA,Antioquia rural uribista,6827,3164,3663,41,20,334,10.55,1946,61.5,56,1612,-50.95
88160,ARUBA,CONSULADOS,Exterior (consulados),7084,3505,3579,22,2,773,22.05,2377,67.81,67,1604,-45.760000000000005
07076,CHITARAQUE,BOYACA,Boyacá-Cundi rural,5796,2905,2891,17,8,452,15.55,2043,70.32,41,1591,-54.769999999999996
07202,PESCA,BOYACA,Boyacá-Cundi rural,6416,3552,2864,46,3,659,18.55,2246,63.23,79,1587,-44.67999999999999
15265,SUSA,CUNDINAMARCA,Bogotá región,5636,3745,1891,67,1,795,21.22,2382,63.6,114,1587,-42.38
29037,CUNDAY,TOLIMA,Sur Tolima-Huila-Caquetá,7130,3878,3252,34,10,730,18.82,2312,59.61,30,1582,-40.79
15124,GUATAVITA,CUNDINAMARCA,Bogotá región,5664,4094,1570,79,12,851,20.78,2422,59.15,218,1571,-38.37
09037,FILADELFIA,CALDAS,Eje cafetero,9182,4588,4594,69,36,744,16.21,2313,50.41,135,1569,-34.199999999999996
27046,CONCEPCION,SANTANDER,Santanderes rurales,5259,3074,2185,44,7,497,16.16,2063,67.11,60,1566,-50.95
27142,OCAMONTE,SANTANDER,Santanderes rurales,4070,2619,1451,22,7,265,10.11,1817,69.37,31,1552,-59.260000000000005
05037,MARGARITA,BOLIVAR,Caribe + Magdalena Medio,10517,4255,6262,29,13,1242,29.18,2779,65.31,21,1537,-36.13
07289,SUTAMARCHAN,BOYACA,Boyacá-Cundi rural,6260,4183,2077,42,2,1006,24.04,2519,60.21,157,1513,-36.17
07268,SOATA,BOYACA,Boyacá-Cundi rural,7661,4898,2763,55,9,1301,26.56,2807,57.3,133,1506,-30.74
07046,CIENEGA,BOYACA,Boyacá-Cundi rural,3861,2407,1454,24,10,280,11.63,1772,73.61,61,1492,-61.98
27205,SUCRE,SANTANDER,Santanderes rurales,5556,2948,2608,26,12,421,14.28,1911,64.82,24,1490,-50.53999999999999
15262,SUPATA,CUNDINAMARCA,Bogotá región,4708,3028,1680,41,3,529,17.47,2013,66.47,64,1484,-49.0
15070,EL PEÑON,CUNDINAMARCA,Bogotá región,4592,2490,2102,25,7,327,13.13,1810,72.69,36,1483,-59.559999999999995
07190,PAUNA,BOYACA,Boyacá-Cundi rural,6873,3814,3059,36,18,844,22.12,2325,60.95,75,1481,-38.83
25046,HERRAN,NORTE DE SAN,Catatumbo / Frontera,5109,1815,3294,14,6,76,4.18,1540,84.84,39,1464,-80.66
07250,SANTANA,BOYACA,Boyacá-Cundi rural,7259,3868,3391,36,10,935,24.17,2392,61.84,65,1457,-37.67
15136,JUNIN,CUNDINAMARCA,Bogotá región,5406,3336,2070,53,14,737,22.09,2193,65.73,68,1456,-43.64
07121,JENESANO,BOYACA,Boyacá-Cundi rural,6469,3843,2626,39,9,992,25.81,2441,63.51,90,1449,-37.7
27037,CARCASI,SANTANDER,Santanderes rurales,3676,2044,1632,34,6,163,7.97,1610,78.76,36,1447,-70.79
07271,SOCOTA,BOYACA,Boyacá-Cundi rural,5820,3112,2708,47,14,562,18.05,1997,64.17,64,1435,-46.120000000000005
19094,YAGUARA,HUILA,Sur Tolima-Huila-Caquetá,7131,4764,2367,78,8,1427,29.95,2862,60.07,119,1435,-30.12
15130,GUTIERREZ,CUNDINAMARCA,Bogotá región,2870,1990,880,11,2,210,10.55,1636,82.21,26,1426,-71.66
01010,ALEJANDRIA,ANTIOQUIA,Antioquia rural uribista,4743,2724,2019,30,22,389,14.28,1811,66.48,114,1422,-52.2
07238,SAN JOSE DE PARE,BOYACA,Boyacá-Cundi rural,5504,2959,2545,23,12,528,17.84,1943,65.66,47,1415,-47.81999999999999
29091,PRADO,TOLIMA,Sur Tolima-Huila-Caquetá,7879,4216,3663,45,12,1111,26.35,2523,59.84,70,1412,-33.49
01034,ANZA,ANTIOQUIA,Antioquia rural uribista,6689,2901,3788,47,29,400,13.78,1811,62.42,65,1411,-48.64
15128,GUAYABETAL,CUNDINAMARCA,Bogotá región,4648,3064,1584,41,9,671,21.89,2080,67.88,48,1409,-45.989999999999995
07097,GAMEZA,BOYACA,Boyacá-Cundi rural,4017,2520,1497,29,3,387,15.35,1791,71.07,50,1404,-55.71999999999999
52008,CABUYARO,META,Llanos petroleros,6452,4160,2292,100,11,1065,25.6,2468,59.32,57,1403,-33.72
27139,MOLAGAVITA,SANTANDER,Santanderes rurales,3914,2235,1679,24,4,221,9.88,1609,71.99,29,1388,-62.10999999999999
07247,SAN MATEO,BOYACA,Boyacá-Cundi rural,3524,2014,1510,16,2,219,10.87,1600,79.44,30,1381,-68.57
25082,SANTIAGO,NORTE DE SAN,Catatumbo / Frontera,5249,2142,3107,16,3,255,11.9,1629,76.05,42,1374,-64.14999999999999
07109,GUAYATA,BOYACA,Boyacá-Cundi rural,3891,2432,1459,33,10,378,15.54,1748,71.87,33,1370,-56.330000000000005
07220,RAQUIRA,BOYACA,Boyacá-Cundi rural,5546,3735,1811,63,11,884,23.66,2248,60.18,143,1364,-36.519999999999996
27025,BOLIVAR,SANTANDER,Santanderes rurales,8047,4365,3682,42,15,1140,26.11,2487,56.97,48,1347,-30.86
15163,MANTA,CUNDINAMARCA,Bogotá región,4024,2719,1305,37,2,426,15.66,1768,65.02,68,1342,-49.36
27064,CHARTA,SANTANDER,Santanderes rurales,3469,2377,1092,19,2,264,11.1,1587,66.76,53,1323,-55.660000000000004
88670,PERU,CONSULADOS,Exterior (consulados),9154,3464,5690,29,0,654,18.87,1964,56.69,210,1310,-37.81999999999999
27194,SANTA HELENA DEL OPON,SANTANDER,Santanderes rurales,3375,1895,1480,29,2,218,11.5,1520,80.21,14,1302,-68.71
31112,VERSALLES,VALLE,Valle del Cauca,7419,3739,3680,61,17,788,21.07,2086,55.79,77,1298,-34.72
