codigo_interno,nombre_municipio,departamento_nombre,cluster,censo,validos,no_votantes,blanco,no_marcados,votos_cepeda,pct_cepeda,votos_espriella,pct_espriella,votos_dignidad,brecha_vs_espriella,margen_pct
27112,JESUS MARIA,SANTANDER,Santanderes rurales,3408,1786,1622,16,3,576,32.25,898,50.27,29,322,-18.020000000000003
01199,PEQUE,ANTIOQUIA,Antioquia rural uribista,6756,3027,3729,64,22,876,28.93,1188,39.24,69,312,-10.310000000000002
19016,ALTAMIRA,HUILA,Sur Tolima-Huila-Caquetá,3577,2007,1570,33,1,772,38.46,1075,53.56,37,303,-15.100000000000001
07281,SORA,BOYACA,Boyacá-Cundi rural,2968,1820,1148,32,6,612,33.62,910,50.0,80,298,-16.380000000000003
07061,CUITIVA,BOYACA,Boyacá-Cundi rural,1858,1098,760,9,2,284,25.86,573,52.18,25,289,-26.32
07019,BETEITIVA,BOYACA,Boyacá-Cundi rural,2014,1216,798,10,3,376,30.92,658,54.11,29,282,-23.189999999999998
15318,VENECIA,CUNDINAMARCA,Bogotá región,3789,2166,1623,25,6,823,37.99,1097,50.64,34,274,-12.649999999999999
15019,BELTRAN,CUNDINAMARCA,Bogotá región,2242,1175,1067,12,2,408,34.72,673,57.27,13,265,-22.550000000000004
15121,GUATAQUI,CUNDINAMARCA,Bogotá región,2758,1344,1414,7,5,499,37.12,754,56.1,20,255,-18.980000000000004
07112,GUICAN,BOYACA,Boyacá-Cundi rural,3076,1615,1461,32,6,590,36.53,812,50.27,35,222,-13.740000000000002
07173,OICATA,BOYACA,Boyacá-Cundi rural,2870,1918,952,30,3,655,34.15,877,45.72,79,222,-11.57
07016,BERBEO,BOYACA,Boyacá-Cundi rural,1471,905,566,22,1,335,37.01,460,50.82,16,125,-13.810000000000002
88315,CHINA REPUBLICA POPULAR,CONSULADOS,Exterior (consulados),1288,720,568,17,0,226,31.38,300,41.66,63,74,-10.279999999999998
88688,REPUBLICA DE SINGAPUR,CONSULADOS,Exterior (consulados),338,196,142,3,0,32,16.32,86,43.87,22,54,-27.549999999999997
88535,LIBANO,CONSULADOS,Exterior (consulados),1450,123,1327,3,0,24,19.51,58,47.15,2,34,-27.639999999999997
88745,SUDAFRICA,CONSULADOS,Exterior (consulados),216,110,106,1,0,21,19.09,53,48.18,6,32,-29.09
88560,MALASIA,CONSULADOS,Exterior (consulados),163,101,62,2,0,18,17.82,46,45.54,5,28,-27.72
50090,PUERTO COLOMBIA,GUAINIA,Amazonía,1274,226,1048,1,0,88,38.93,115,50.88,3,27,-11.950000000000003
88580,MARRUECOS,CONSULADOS,Exterior (consulados),72,34,38,0,0,7,20.58,12,35.29,6,5,-14.71
