idx,codigo_interno,nombre,departamento_idx,departamento_nombre,cluster
674,23094,MOSQUERA,23,NARIÑO,Pacífico afro
684,23096,NARIÑO,23,NARIÑO,Sur andino Nariño
713,23095,OLAYA HERRERA,23,NARIÑO,Pacífico afro
719,23097,OSPINA,23,NARIÑO,Sur andino Nariño
753,23001,PASTO,23,NARIÑO,Sur andino Nariño
783,23098,POLICARPA,23,NARIÑO,Sur andino Nariño
790,23100,POTOSI,23,NARIÑO,Sur andino Nariño
793,23101,PROVIDENCIA,23,NARIÑO,Sur andino Nariño
801,23103,PUERRES,23,NARIÑO,Sur andino Nariño
833,23106,PUPIALES,23,NARIÑO,Sur andino Nariño
860,23109,RICAURTE,23,NARIÑO,Sur andino Nariño
874,23112,ROBERTO PAYAN (SAN JOSE),23,NARIÑO,Sur andino Nariño
901,23115,SAMANIEGO,23,NARIÑO,Sur andino Nariño
915,23120,SAN BERNARDO,23,NARIÑO,Sur andino Nariño
952,23121,SAN LORENZO,23,NARIÑO,Sur andino Nariño
967,23124,SAN PABLO,23,NARIÑO,Sur andino Nariño
972,23123,SAN PEDRO DE CARTAGO,23,NARIÑO,Sur andino Nariño
983,23118,SANDONA,23,NARIÑO,Sur andino Nariño
987,23125,SANTA BARBARA (ISCUANDE),23,NARIÑO,Sur andino Nariño
1004,23127,SANTACRUZ (GUACHAVES),23,NARIÑO,Sur andino Nariño
1013,23130,SAPUYES,23,NARIÑO,Sur andino Nariño
1082,23133,TAMINANGO,23,NARIÑO,Sur andino Nariño
1083,23136,TANGUA,23,NARIÑO,Sur andino Nariño
1134,23139,TUMACO,23,NARIÑO,Pacífico afro
1137,23142,TUQUERRES,23,NARIÑO,Sur andino Nariño
1205,23145,YACUANQUER,23,NARIÑO,Sur andino Nariño
36,25004,ABREGO,24,NORTE DE SAN,Catatumbo / Frontera
95,25007,ARBOLEDAS,24,NORTE DE SAN,Catatumbo / Frontera
152,25010,BOCHALEMA,24,NORTE DE SAN,Catatumbo / Frontera
167,25013,BUCARASICA,24,NORTE DE SAN,Catatumbo / Frontera
186,25019,CACHIRA,24,NORTE DE SAN,Catatumbo / Frontera
187,25016,CACOTA,24,NORTE DE SAN,Catatumbo / Frontera
253,25028,CHINACOTA,24,NORTE DE SAN,Catatumbo / Frontera
264,25031,CHITAGA,24,NORTE DE SAN,Catatumbo / Frontera
296,25022,CONVENCION,24,NORTE DE SAN,Catatumbo / Frontera
320,25001,CUCUTA,24,NORTE DE SAN,Norte Santander urbano (Cúcuta)
321,25025,CUCUTILLA,24,NORTE DE SAN,Catatumbo / Frontera
341,25034,DURANIA,24,NORTE DE SAN,Catatumbo / Frontera
352,25037,EL CARMEN,24,NORTE DE SAN,Catatumbo / Frontera
387,25036,EL TARRA,24,NORTE DE SAN,Catatumbo / Frontera
388,25038,EL ZULIA,24,NORTE DE SAN,Catatumbo / Frontera
449,25040,GRAMALOTE,24,NORTE DE SAN,Catatumbo / Frontera
486,25043,HACARI,24,NORTE DE SAN,Catatumbo / Frontera
493,25046,HERRAN,24,NORTE DE SAN,Catatumbo / Frontera
545,25051,LA ESPERANZA,24,NORTE DE SAN,Catatumbo / Frontera
564,25052,LA PLAYA,24,NORTE DE SAN,Catatumbo / Frontera
581,25049,LABATECA,24,NORTE DE SAN,Catatumbo / Frontera
600,25054,LOS PATIOS,24,NORTE DE SAN,Norte Santander urbano (Cúcuta)
602,25055,LOURDES,24,NORTE DE SAN,Catatumbo / Frontera
680,25058,MUTISCUA,24,NORTE DE SAN,Catatumbo / Frontera
709,25061,OCAÑA,24,NORTE DE SAN,Catatumbo / Frontera
743,25064,PAMPLONA,24,NORTE DE SAN,Catatumbo / Frontera
744,25067,PAMPLONITA,24,NORTE DE SAN,Catatumbo / Frontera
827,25069,PUERTO SANTANDER,24,NORTE DE SAN,Catatumbo / Frontera
844,25070,RAGONVALIA,24,NORTE DE SAN,Catatumbo / Frontera
895,25073,SALAZAR,24,NORTE DE SAN,Catatumbo / Frontera
917,25076,SAN CALIXTO,24,NORTE DE SAN,Catatumbo / Frontera
922,25079,SAN CAYETANO,24,NORTE DE SAN,Catatumbo / Frontera
1007,25082,SANTIAGO,24,NORTE DE SAN,Catatumbo / Frontera
1015,25085,SARDINATA,24,NORTE DE SAN,Catatumbo / Frontera
1025,25088,SILOS,24,NORTE DE SAN,Catatumbo / Frontera
1097,25091,TEORAMA,24,NORTE DE SAN,Catatumbo / Frontera
1104,25093,TIBU,24,NORTE DE SAN,Catatumbo / Frontera
1118,25094,TOLEDO,24,NORTE DE SAN,Catatumbo / Frontera
1183,25097,VILLA CARO,24,NORTE DE SAN,Catatumbo / Frontera
1185,25100,VILLA DEL ROSARIO,24,NORTE DE SAN,Norte Santander urbano (Cúcuta)
283,64007,COLON,25,PUTUMAYO,Amazonía
653,64001,MOCOA,25,PUTUMAYO,Amazonía
716,64023,ORITO,25,PUTUMAYO,Amazonía
804,64002,PUERTO ASIS,25,PUTUMAYO,Amazonía
807,64026,PUERTO CAICEDO,25,PUTUMAYO,Amazonía
814,64025,PUERTO GUZMAN,25,PUTUMAYO,Amazonía
815,64004,PUERTO LEGUIZAMO,25,PUTUMAYO,Amazonía
931,64013,SAN FRANCISCO,25,PUTUMAYO,Amazonía
963,64018,SAN MIGUEL (LA DORADA),25,PUTUMAYO,Amazonía
1008,64016,SANTIAGO,25,PUTUMAYO,Amazonía
1024,64019,SIBUNDOY,25,PUTUMAYO,Amazonía
1165,64028,VALLE DEL GUAMUEZ (LA HORMIGA),25,PUTUMAYO,Amazonía
1187,64030,VILLAGARZON,25,PUTUMAYO,Amazonía
107,26001,ARMENIA,26,QUINDIO,Eje cafetero
171,26005,BUENAVISTA,26,QUINDIO,Eje cafetero
196,26010,CALARCA,26,QUINDIO,Eje cafetero
276,26020,CIRCASIA,26,QUINDIO,Eje cafetero
301,26025,CORDOBA,26,QUINDIO,Eje cafetero
401,26030,FILANDIA,26,QUINDIO,Eje cafetero
439,26040,GENOVA,26,QUINDIO,Eje cafetero
568,26050,LA TEBAIDA,26,QUINDIO,Eje cafetero
664,26060,MONTENEGRO,26,QUINDIO,Eje cafetero
771,26070,PIJAO,26,QUINDIO,Eje cafetero
840,26080,QUIMBAYA,26,QUINDIO,Eje cafetero
897,26090,SALENTO,26,QUINDIO,Eje cafetero
85,24008,APIA,27,RISARALDA,Eje cafetero
122,24013,BALBOA,27,RISARALDA,Eje cafetero
140,24021,BELEN DE UMBRIA,27,RISARALDA,Eje cafetero
339,24025,DOSQUEBRADAS,27,RISARALDA,Eje cafetero
478,24029,GUATICA,27,RISARALDA,Eje cafetero
540,24038,LA CELIA,27,RISARALDA,Eje cafetero
580,24046,LA VIRGINIA,27,RISARALDA,Eje cafetero
634,24054,MARSELLA,27,RISARALDA,Eje cafetero
651,24062,MISTRATO,27,RISARALDA,Eje cafetero
763,24001,PEREIRA,27,RISARALDA,Eje cafetero
797,24070,PUEBLO RICO,27,RISARALDA,Eje cafetero
841,24078,QUINCHIA,27,RISARALDA,Eje cafetero
998,24086,SANTA ROSA DE CABAL,27,RISARALDA,Eje cafetero
1012,24094,SANTUARIO,27,RISARALDA,Eje cafetero
794,56004,PROVIDENCIA,28,SAN ANDRES,Caribe insular
907,56001,SAN ANDRES,28,SAN ANDRES,Caribe insular
45,27004,AGUADA,29,SANTANDER,Santanderes rurales
52,27007,ALBANIA,29,SANTANDER,Santanderes rurales
90,27010,ARATOCA,29,SANTANDER,Santanderes rurales
127,27013,BARBOSA,29,SANTANDER,Santanderes rurales
128,27016,BARICHARA,29,SANTANDER,Santanderes rurales
130,27019,BARRANCABERMEJA,29,SANTANDER,Magdalena Medio
149,27022,BETULIA,29,SANTANDER,Santanderes rurales
158,27025,BOLIVAR,29,SANTANDER,Santanderes rurales
166,27001,BUCARAMANGA,29,SANTANDER,Santanderes urbanos
181,27028,CABRERA,29,SANTANDER,Santanderes rurales
201,27031,CALIFORNIA,29,SANTANDER,Santanderes rurales
214,27034,CAPITANEJO,29,SANTANDER,Santanderes rurales
218,27037,CARCASI,29,SANTANDER,Santanderes rurales
233,27040,CEPITA,29,SANTANDER,Santanderes rurales
236,27043,CERRITO,29,SANTANDER,Santanderes rurales
244,27061,CHARALA,29,SANTANDER,Santanderes rurales
245,27064,CHARTA,29,SANTANDER,Santanderes rurales
250,27067,CHIMA,29,SANTANDER,Santanderes rurales
258,27070,CHIPATA,29,SANTANDER,Santanderes rurales
275,27045,CIMITARRA,29,SANTANDER,Santanderes rurales
288,27046,CONCEPCION,29,SANTANDER,Santanderes rurales
292,27049,CONFINES,29,SANTANDER,Santanderes rurales
295,27052,CONTRATACION,29,SANTANDER,Santanderes rurales
304,27055,COROMORO,29,SANTANDER,Santanderes rurales
330,27058,CURITI,29,SANTANDER,Santanderes rurales
353,27071,EL CARMEN,29,SANTANDER,Santanderes rurales
366,27073,EL GUACAMAYO,29,SANTANDER,Santanderes rurales
375,27075,EL PEÑON,29,SANTANDER,Santanderes rurales
377,27074,EL PLAYON,29,SANTANDER,Santanderes rurales
391,27076,ENCINO,29,SANTANDER,Santanderes rurales
392,27079,ENCISO,29,SANTANDER,Santanderes rurales
408,27080,FLORIAN,29,SANTANDER,Santanderes rurales
410,27082,FLORIDABLANCA,29,SANTANDER,Santanderes urbanos
430,27085,GALAN,29,SANTANDER,Santanderes rurales
435,27088,GAMBITA,29,SANTANDER,Santanderes rurales
446,27091,GIRON,29,SANTANDER,Santanderes urbanos
453,27094,GUACA,29,SANTANDER,Santanderes rurales
461,27097,GUADALUPE,29,SANTANDER,Santanderes rurales
469,27100,GUAPOTA,29,SANTANDER,Santanderes rurales
479,27103,GUAVATA,29,SANTANDER,Santanderes rurales
483,27106,GUEPSA,29,SANTANDER,Santanderes rurales
489,27109,HATO,29,SANTANDER,Santanderes rurales
528,27112,JESUS MARIA,29,SANTANDER,Santanderes rurales
529,27115,JORDAN,29,SANTANDER,Santanderes rurales
536,27119,LA BELLEZA,29,SANTANDER,Santanderes rurales
559,27118,LA PAZ,29,SANTANDER,Santanderes rurales
583,27120,LANDAZURI,29,SANTANDER,Santanderes rurales
584,27121,LEBRIJA,29,SANTANDER,Santanderes rurales
601,27124,LOS SANTOS,29,SANTANDER,Santanderes rurales
605,27127,MACARAVITA,29,SANTANDER,Santanderes rurales
614,27130,MALAGA,29,SANTANDER,Santanderes rurales
636,27133,MATANZA,29,SANTANDER,Santanderes rurales
654,27136,MOGOTES,29,SANTANDER,Santanderes rurales
655,27139,MOLAGAVITA,29,SANTANDER,Santanderes rurales
708,27142,OCAMONTE,29,SANTANDER,Santanderes rurales
710,27145,OIBA,29,SANTANDER,Santanderes rurales
714,27148,ONZAGA,29,SANTANDER,Santanderes rurales
737,27151,PALMAR,29,SANTANDER,Santanderes rurales
739,27154,PALMAS DEL SOCORRO,29,SANTANDER,Santanderes rurales
750,27157,PARAMO,29,SANTANDER,Santanderes rurales
768,27160,PIEDECUESTA,29,SANTANDER,Santanderes urbanos
773,27163,PINCHOTE,29,SANTANDER,Santanderes rurales
800,27166,PUENTE NACIONAL,29,SANTANDER,Santanderes rurales
821,27167,PUERTO PARRA,29,SANTANDER,Magdalena Medio
831,27169,PUERTO WILCHES,29,SANTANDER,Santanderes rurales
868,27172,RIONEGRO,29,SANTANDER,Santanderes rurales
881,27174,SABANA DE TORRES,29,SANTANDER,Santanderes rurales
906,27175,SAN ANDRES,29,SANTANDER,Santanderes rurales
912,27178,SAN BENITO,29,SANTANDER,Santanderes rurales
932,27181,SAN GIL,29,SANTANDER,Santanderes rurales
936,27184,SAN JOAQUIN,29,SANTANDER,Santanderes rurales
939,27187,SAN JOSE DE MIRANDA,29,SANTANDER,Santanderes rurales
962,27190,SAN MIGUEL,29,SANTANDER,Santanderes rurales
980,27193,SAN VICENTE DE CHUCURI,29,SANTANDER,Magdalena Medio
986,27195,SANTA BARBARA,29,SANTANDER,Santanderes rurales
990,27194,SANTA HELENA DEL OPON,29,SANTANDER,Santanderes rurales
1028,27196,SIMACOTA,29,SANTANDER,Santanderes rurales
1038,27199,SOCORRO,29,SANTANDER,Santanderes rurales
1053,27202,SUAITA,29,SANTANDER,Santanderes rurales
1060,27205,SUCRE,29,SANTANDER,Santanderes rurales
1068,27208,SURATA,29,SANTANDER,Santanderes rurales
1121,27211,TONA,29,SANTANDER,Santanderes rurales
1163,27217,VALLE DE SAN JOSE,29,SANTANDER,Santanderes rurales
1170,27220,VELEZ,29,SANTANDER,Santanderes rurales
1178,27219,VETAS,29,SANTANDER,Santanderes rurales
1192,27221,VILLANUEVA,29,SANTANDER,Santanderes rurales
1216,27223,ZAPATOCA,29,SANTANDER,Santanderes rurales
172,28010,BUENAVISTA,30,SUCRE,Caribe + Magdalena Medio
190,28020,CAIMITO,30,SUCRE,Caribe + Magdalena Medio
241,28045,CHALAN,30,SUCRE,Caribe + Magdalena Medio
285,28030,COLOSO (RICAURTE),30,SUCRE,Caribe + Magdalena Medio
305,28040,COROZAL,30,SUCRE,Caribe + Magdalena Medio
311,28041,COVEÑAS,30,SUCRE,Caribe + Magdalena Medio
380,28042,EL ROBLE,30,SUCRE,Caribe + Magdalena Medio
432,28048,GALERAS (NUEVA GRANADA),30,SUCRE,Caribe + Magdalena Medio
470,28049,GUARANDA,30,SUCRE,Caribe + Magdalena Medio
572,28050,LA UNION,30,SUCRE,Caribe + Magdalena Medio
599,28055,LOS PALMITOS,30,SUCRE,Caribe + Magdalena Medio
613,28060,MAJAGUAL,30,SUCRE,Caribe + Magdalena Medio
672,28080,MORROA,30,SUCRE,Caribe + Magdalena Medio
721,28100,OVEJAS,30,SUCRE,Caribe + Magdalena Medio
741,28120,PALMITO,30,SUCRE,Caribe + Magdalena Medio
902,28160,SAMPUES,30,SUCRE,Caribe + Magdalena Medio
913,28180,SAN BENITO ABAD,30,SUCRE,Caribe + Magdalena Medio
946,28190,SAN JUAN DE BETULIA (BETULIA),30,SUCRE,Caribe + Magdalena Medio
957,28200,SAN MARCOS,30,SUCRE,Caribe + Magdalena Medio
965,28220,SAN ONOFRE,30,SUCRE,Caribe + Magdalena Medio
970,28240,SAN PEDRO,30,SUCRE,Caribe + Magdalena Medio
1031,28260,SINCE,30,SUCRE,Caribe + Magdalena Medio
1032,28001,SINCELEJO,30,SUCRE,Caribe + Magdalena Medio
1061,28280,SUCRE,30,SUCRE,Caribe + Magdalena Medio
1119,28300,TOLU,30,SUCRE,Caribe + Magdalena Medio
1120,28320,TOLUVIEJO,30,SUCRE,Caribe + Magdalena Medio
63,29004,ALPUJARRA,31,TOLIMA,Sur Tolima-Huila-Caquetá
67,29007,ALVARADO,31,TOLIMA,Sur Tolima-Huila-Caquetá
70,29010,AMBALEMA,31,TOLIMA,Sur Tolima-Huila-Caquetá
83,29013,ANZOATEGUI,31,TOLIMA,Sur Tolima-Huila-Caquetá
108,29016,ARMERO (GUAYABAL),31,TOLIMA,Sur Tolima-Huila-Caquetá
112,29019,ATACO,31,TOLIMA,Sur Tolima-Huila-Caquetá
191,29022,CAJAMARCA,31,TOLIMA,Sur Tolima-Huila-Caquetá
220,29025,CARMEN DE APICALA,31,TOLIMA,Sur Tolima-Huila-Caquetá
229,29028,CASABIANCA,31,TOLIMA,Sur Tolima-Huila-Caquetá
243,29040,CHAPARRAL,31,TOLIMA,Sur Tolima-Huila-Caquetá
280,29031,COELLO,31,TOLIMA,Sur Tolima-Huila-Caquetá
312,29034,COYAIMA,31,TOLIMA,Sur Tolima-Huila-Caquetá
327,29037,CUNDAY,31,TOLIMA,Sur Tolima-Huila-Caquetá
337,29043,DOLORES,31,TOLIMA,Sur Tolima-Huila-Caquetá
396,29046,ESPINAL,31,TOLIMA,Sur Tolima-Huila-Caquetá
399,29049,FALAN,31,TOLIMA,Sur Tolima-Huila-Caquetá
404,29052,FLANDES,31,TOLIMA,Sur Tolima-Huila-Caquetá
418,29055,FRESNO,31,TOLIMA,Sur Tolima-Huila-Caquetá
467,29058,GUAMO,31,TOLIMA,Sur Tolima-Huila-Caquetá
494,29061,HERVEO,31,TOLIMA,Sur Tolima-Huila-Caquetá
497,29064,HONDA,31,TOLIMA,Sur Tolima-Huila-Caquetá
500,29001,IBAGUE,31,TOLIMA,Sur Tolima-Huila-Caquetá
501,29067,ICONONZO,31,TOLIMA,Sur Tolima-Huila-Caquetá
588,29070,LERIDA,31,TOLIMA,Sur Tolima-Huila-Caquetá
590,29073,LIBANO,31,TOLIMA,Sur Tolima-Huila-Caquetá
630,29076,MARIQUITA,31,TOLIMA,Sur Tolima-Huila-Caquetá
642,29079,MELGAR,31,TOLIMA,Sur Tolima-Huila-Caquetá
677,29080,MURILLO,31,TOLIMA,Sur Tolima-Huila-Caquetá
686,29082,NATAGAIMA,31,TOLIMA,Sur Tolima-Huila-Caquetá
718,29085,ORTEGA,31,TOLIMA,Sur Tolima-Huila-Caquetá
742,29087,PALOCABILDO,31,TOLIMA,Sur Tolima-Huila-Caquetá
769,29088,PIEDRAS,31,TOLIMA,Sur Tolima-Huila-Caquetá
780,29089,PLANADAS,31,TOLIMA,Sur Tolima-Huila-Caquetá
792,29091,PRADO,31,TOLIMA,Sur Tolima-Huila-Caquetá
835,29094,PURIFICACION,31,TOLIMA,Sur Tolima-Huila-Caquetá
864,29097,RIOBLANCO,31,TOLIMA,Sur Tolima-Huila-Caquetá
876,29100,RONCESVALLES,31,TOLIMA,Sur Tolima-Huila-Caquetá
879,29103,ROVIRA,31,TOLIMA,Sur Tolima-Huila-Caquetá
896,29105,SALDAÑA,31,TOLIMA,Sur Tolima-Huila-Caquetá
910,29106,SAN ANTONIO,31,TOLIMA,Sur Tolima-Huila-Caquetá
954,29109,SAN LUIS,31,TOLIMA,Sur Tolima-Huila-Caquetá
991,29112,SANTA ISABEL,31,TOLIMA,Sur Tolima-Huila-Caquetá
1056,29115,SUAREZ,31,TOLIMA,Sur Tolima-Huila-Caquetá
1164,29118,VALLE DE SAN JUAN,31,TOLIMA,Sur Tolima-Huila-Caquetá
1171,29121,VENADILLO,31,TOLIMA,Sur Tolima-Huila-Caquetá
1189,29124,VILLAHERMOSA,31,TOLIMA,Sur Tolima-Huila-Caquetá
1196,29127,VILLARRICA,31,TOLIMA,Sur Tolima-Huila-Caquetá
55,31004,ALCALA,32,VALLE,Valle del Cauca
73,31007,ANDALUCIA,32,VALLE,Valle del Cauca
80,31010,ANSERMANUEVO,32,VALLE,Valle del Cauca
101,31013,ARGELIA,32,VALLE,Valle del Cauca
159,31016,BOLIVAR,32,VALLE,Valle del Cauca
168,31019,BUENAVENTURA,32,VALLE,Pacífico afro
176,31022,BUGA,32,VALLE,Valle del Cauca
177,31025,BUGALAGRANDE,32,VALLE,Valle del Cauca
189,31028,CAICEDONIA,32,VALLE,Valle del Cauca
200,31001,CALI,32,VALLE,Valle del Cauca
202,31040,CALIMA (DARIEN),32,VALLE,Valle del Cauca
211,31031,CANDELARIA,32,VALLE,Valle del Cauca
227,31034,CARTAGO,32,VALLE,Valle del Cauca
333,31037,DAGUA,32,VALLE,Valle del Cauca
345,31043,EL AGUILA,32,VALLE,Valle del Cauca
348,31046,EL CAIRO,32,VALLE,Valle del Cauca
356,31049,EL CERRITO,32,VALLE,Valle del Cauca
363,31052,EL DOVIO,32,VALLE,Valle del Cauca
409,31055,FLORIDA,32,VALLE,Valle del Cauca
442,31058,GINEBRA,32,VALLE,Valle del Cauca
455,31061,GUACARI,32,VALLE,Valle del Cauca
521,31064,JAMUNDI,32,VALLE,Valle del Cauca
543,31067,LA CUMBRE,32,VALLE,Valle del Cauca
573,31070,LA UNION,32,VALLE,Valle del Cauca
578,31073,LA VICTORIA,32,VALLE,Valle del Cauca
707,31076,OBANDO,32,VALLE,Valle del Cauca
740,31079,PALMIRA,32,VALLE,Valle del Cauca
791,31082,PRADERA,32,VALLE,Valle del Cauca
856,31085,RESTREPO,32,VALLE,Valle del Cauca
865,31088,RIOFRIO,32,VALLE,Valle del Cauca
875,31091,ROLDANILLO,32,VALLE,Valle del Cauca
971,31094,SAN PEDRO,32,VALLE,Valle del Cauca
1021,31097,SEVILLA,32,VALLE,Valle del Cauca
1125,31100,TORO,32,VALLE,Valle del Cauca
1130,31103,TRUJILLO,32,VALLE,Valle del Cauca
1133,31106,TULUA,32,VALLE,Valle del Cauca
1148,31109,ULLOA,32,VALLE,Valle del Cauca
1177,31112,VERSALLES,32,VALLE,Valle del Cauca
1182,31115,VIJES,32,VALLE,Valle del Cauca
1213,31118,YOTOCO,32,VALLE,Valle del Cauca
1214,31121,YUMBO,32,VALLE,Valle del Cauca
1219,31124,ZARZAL,32,VALLE,Valle del Cauca
174,68013,BUENOS AIRES (PACOA),33,VAUPES,Amazonía
228,68004,CARURU,33,VAUPES,Amazonía
652,68001,MITU,33,VAUPES,Amazonía
671,68010,MORICHAL (PAPUNAGUA),33,VAUPES,Amazonía
1084,68017,TARAIRA,33,VAUPES,Amazonía
1209,68022,YAVARATE,33,VAUPES,Amazonía
324,72006,CUMARIBO,34,VICHADA,Llanos petroleros
565,72008,LA PRIMAVERA,34,VICHADA,Llanos petroleros
808,72001,PUERTO CARREÑO,34,VICHADA,Llanos petroleros
1002,72002,SANTA ROSALIA,34,VICHADA,Llanos petroleros
