idx,codigo_interno,nombre,departamento_idx,departamento_nombre,cluster
370,12415,EL PASO,12,CESAR,Caribe norte
434,12450,GAMARRA,12,CESAR,Caribe norte
448,12525,GONZALEZ,12,CESAR,Caribe norte
548,12600,LA GLORIA,12,CESAR,Caribe norte
550,12608,LA JAGUA DE IBIRICO,12,CESAR,Caribe norte
558,12825,LA PAZ,12,CESAR,Caribe norte
620,12625,MANAURE BALCON DEL CESAR (MANA,12,CESAR,Caribe norte
729,12650,PAILITAS,12,CESAR,Caribe norte
760,12700,PELAYA,12,CESAR,Caribe norte
795,12720,PUEBLO BELLO,12,CESAR,Caribe norte
861,12750,RIO DE ORO,12,CESAR,Caribe norte
904,12800,SAN ALBERTO,12,CESAR,Caribe norte
924,12850,SAN DIEGO,12,CESAR,Caribe norte
958,12875,SAN MARTIN,12,CESAR,Caribe norte
1078,12900,TAMALAMEQUE,12,CESAR,Caribe norte
1166,12001,VALLEDUPAR,12,CESAR,Caribe norte
39,17004,ACANDI,13,CHOCO,Pacífico afro
65,17006,ALTO BAUDO (PIE DE PATO),13,CHOCO,Pacífico afro
113,17002,ATRATO (YUTO),13,CHOCO,Pacífico afro
118,17007,BAGADO,13,CHOCO,Pacífico afro
119,17008,BAHIA SOLANO (MUTIS),13,CHOCO,Pacífico afro
120,17010,BAJO BAUDO (PIZARRO),13,CHOCO,Pacífico afro
155,17011,BOJAYA (BELLAVISTA),13,CHOCO,Pacífico afro
223,17015,CARMEN DEL DARIEN,13,CHOCO,Pacífico afro
238,17014,CERTEGUI,13,CHOCO,Pacífico afro
291,17013,CONDOTO,13,CHOCO,Pacífico afro
350,17017,EL CANTON DEL SAN PABLO (MAN.,13,CHOCO,Pacífico afro
351,17016,EL CARMEN,13,CHOCO,Pacífico afro
368,17038,EL LITORAL DEL SAN JUAN,13,CHOCO,Pacífico afro
514,17019,ISTMINA,13,CHOCO,Pacífico afro
532,17022,JURADO,13,CHOCO,Pacífico afro
594,17025,LLORO,13,CHOCO,Pacífico afro
639,17012,MEDIO ATRATO (BETE),13,CHOCO,Pacífico afro
640,17026,MEDIO BAUDO (PUERTO MELUK),13,CHOCO,Pacífico afro
641,17027,MEDIO SAN JUAN,13,CHOCO,Pacífico afro
700,17028,NOVITA,13,CHOCO,Pacífico afro
703,17082,NUEVO BELEN DE BAJIRA,13,CHOCO,Pacífico afro
706,17031,NUQUI,13,CHOCO,Pacífico afro
839,17001,QUIBDO,13,CHOCO,Pacífico afro
862,17032,RIO IRO,13,CHOCO,Pacífico afro
863,17035,RIO QUITO (PAIMADO),13,CHOCO,Pacífico afro
870,17034,RIOSUCIO,13,CHOCO,Pacífico afro
944,17037,SAN JOSE DEL PALMAR,13,CHOCO,Pacífico afro
1033,17040,SIPI,13,CHOCO,Pacífico afro
1075,17043,TADO,13,CHOCO,Pacífico afro
1151,17048,UNGUIA,13,CHOCO,Pacífico afro
1152,17060,UNION PANAMERICANA (LAS ANIMAS,13,CHOCO,Pacífico afro
58,88120,ALEMANIA,14,CONSULADOS,Exterior (consulados)
102,88130,ARGELIA,14,CONSULADOS,Exterior (consulados)
103,88155,ARGENTINA,14,CONSULADOS,Exterior (consulados)
110,88160,ARUBA,14,CONSULADOS,Exterior (consulados)
114,88165,AUSTRALIA,14,CONSULADOS,Exterior (consulados)
115,88170,AUSTRIA,14,CONSULADOS,Exterior (consulados)
117,88135,AZERBAIYAN,14,CONSULADOS,Exterior (consulados)
141,88190,BELGICA,14,CONSULADOS,Exterior (consulados)
160,88215,BOLIVIA,14,CONSULADOS,Exterior (consulados)
163,88220,BRASIL,14,CONSULADOS,Exterior (consulados)
208,88250,CANADA,14,CONSULADOS,Exterior (consulados)
248,88305,CHILE,14,CONSULADOS,Exterior (consulados)
252,88315,CHINA REPUBLICA POPULAR,14,CONSULADOS,Exterior (consulados)
302,88275,COREA DEL SUR,14,CONSULADOS,Exterior (consulados)
307,88285,COSTA RICA,14,CONSULADOS,Exterior (consulados)
315,88290,CUBA,14,CONSULADOS,Exterior (consulados)
328,88140,CURAZAO,14,CONSULADOS,Exterior (consulados)
335,88325,DINAMARCA,14,CONSULADOS,Exterior (consulados)
343,88330,ECUADOR,14,CONSULADOS,Exterior (consulados)
344,88335,EGIPTO,14,CONSULADOS,Exterior (consulados)
383,88340,EL SALVADOR,14,CONSULADOS,Exterior (consulados)
390,88350,EMIRATOS ARABES UNIDOS,14,CONSULADOS,Exterior (consulados)
395,88355,ESPAÑA,14,CONSULADOS,Exterior (consulados)
397,88360,ESTADOS UNIDOS,14,CONSULADOS,Exterior (consulados)
402,88375,FINLANDIA,14,CONSULADOS,Exterior (consulados)
415,88380,FRANCIA,14,CONSULADOS,Exterior (consulados)
440,88115,GHANA,14,CONSULADOS,Exterior (consulados)
476,88410,GUATEMALA,14,CONSULADOS,Exterior (consulados)
487,88430,HAITI,14,CONSULADOS,Exterior (consulados)
498,88440,HONDURAS,14,CONSULADOS,Exterior (consulados)
499,88445,HUNGRIA,14,CONSULADOS,Exterior (consulados)
504,88455,INDIA,14,CONSULADOS,Exterior (consulados)
505,88460,INDONESIA,14,CONSULADOS,Exterior (consulados)
506,88465,INGLATERRA,14,CONSULADOS,Exterior (consulados)
511,88470,IRLANDA,14,CONSULADOS,Exterior (consulados)
513,88490,ISRAEL,14,CONSULADOS,Exterior (consulados)
516,88495,ITALIA,14,CONSULADOS,Exterior (consulados)
519,88500,JAMAICA,14,CONSULADOS,Exterior (consulados)
522,88505,JAPON,14,CONSULADOS,Exterior (consulados)
533,88515,KENIA,14,CONSULADOS,Exterior (consulados)
591,88535,LIBANO,14,CONSULADOS,Exterior (consulados)
616,88560,MALASIA,14,CONSULADOS,Exterior (consulados)
633,88580,MARRUECOS,14,CONSULADOS,Exterior (consulados)
645,88590,MEXICO,14,CONSULADOS,Exterior (consulados)
692,88620,NICARAGUA,14,CONSULADOS,Exterior (consulados)
699,88635,NORUEGA,14,CONSULADOS,Exterior (consulados)
702,88625,NUEVA ZELANDIA,14,CONSULADOS,Exterior (consulados)
732,88435,PAISES BAJOS,14,CONSULADOS,Exterior (consulados)
746,88655,PANAMA,14,CONSULADOS,Exterior (consulados)
749,88665,PARAGUAY,14,CONSULADOS,Exterior (consulados)
764,88670,PERU,14,CONSULADOS,Exterior (consulados)
784,88675,POLONIA,14,CONSULADOS,Exterior (consulados)
789,88680,PORTUGAL,14,CONSULADOS,Exterior (consulados)
824,88683,PUERTO RICO,14,CONSULADOS,Exterior (consulados)
852,88370,REPUBLICA DE FILIPINAS,14,CONSULADOS,Exterior (consulados)
853,88688,REPUBLICA DE SINGAPUR,14,CONSULADOS,Exterior (consulados)
854,88685,REPUBLICA DOMINICANA,14,CONSULADOS,Exterior (consulados)
855,88690,REPUBLICA SOCIALISTA DE VIETNA,14,CONSULADOS,Exterior (consulados)
880,88700,RUSIA,14,CONSULADOS,Exterior (consulados)
1062,88745,SUDAFRICA,14,CONSULADOS,Exterior (consulados)
1063,88755,SUECIA,14,CONSULADOS,Exterior (consulados)
1065,88760,SUIZA,14,CONSULADOS,Exterior (consulados)
1076,88765,TAILANDIA,14,CONSULADOS,Exterior (consulados)
1129,88785,TRINIDAD Y TOBAGO,14,CONSULADOS,Exterior (consulados)
1142,88770,TURQUIA,14,CONSULADOS,Exterior (consulados)
1157,88805,URUGUAY,14,CONSULADOS,Exterior (consulados)
1174,88815,VENEZUELA,14,CONSULADOS,Exterior (consulados)
116,13004,AYAPEL,15,CORDOBA,Caribe + Magdalena Medio
170,13007,BUENAVISTA,15,CORDOBA,Caribe + Magdalena Medio
209,13009,CANALETE,15,CORDOBA,Caribe + Magdalena Medio
234,13010,CERETE,15,CORDOBA,Caribe + Magdalena Medio
249,13016,CHIMA,15,CORDOBA,Caribe + Magdalena Medio
256,13019,CHINU,15,CORDOBA,Caribe + Magdalena Medio
273,13013,CIENAGA DE ORO,15,CORDOBA,Caribe + Magdalena Medio
309,13014,COTORRA (BONGO),15,CORDOBA,Caribe + Magdalena Medio
534,13020,LA APARTADA (FRONTERA),15,CORDOBA,Caribe + Magdalena Medio
596,13022,LORICA,15,CORDOBA,Caribe + Magdalena Medio
598,13023,LOS CORDOBAS,15,CORDOBA,Caribe + Magdalena Medio
656,13024,MOMIL,15,CORDOBA,Caribe + Magdalena Medio
663,13025,MONTELIBANO,15,CORDOBA,Caribe + Magdalena Medio
665,13001,MONTERIA,15,CORDOBA,Caribe + Magdalena Medio
676,13027,MOÑITOS,15,CORDOBA,Caribe + Magdalena Medio
781,13028,PLANETA RICA,15,CORDOBA,Caribe + Magdalena Medio
796,13031,PUEBLO NUEVO,15,CORDOBA,Caribe + Magdalena Medio
812,13033,PUERTO ESCONDIDO,15,CORDOBA,Caribe + Magdalena Medio
816,13032,PUERTO LIBERTADOR,15,CORDOBA,Caribe + Magdalena Medio
836,13034,PURISIMA,15,CORDOBA,Caribe + Magdalena Medio
891,13037,SAHAGUN,15,CORDOBA,Caribe + Magdalena Medio
908,13040,SAN ANDRES DE SOTAVENTO,15,CORDOBA,Caribe + Magdalena Medio
909,13043,SAN ANTERO,15,CORDOBA,Caribe + Magdalena Medio
916,13046,SAN BERNARDO DEL VIENTO,15,CORDOBA,Caribe + Magdalena Medio
919,13049,SAN CARLOS,15,CORDOBA,Caribe + Magdalena Medio
941,13052,SAN JOSE DE URE,15,CORDOBA,Caribe + Magdalena Medio
974,13055,SAN PELAYO,15,CORDOBA,Caribe + Magdalena Medio
1105,13058,TIERRALTA,15,CORDOBA,Caribe + Magdalena Medio
1132,13060,TUCHIN,15,CORDOBA,Caribe + Magdalena Medio
1162,13061,VALENCIA,15,CORDOBA,Caribe + Magdalena Medio
43,15004,AGUA DE DIOS,16,CUNDINAMARCA,Bogotá región
50,15007,ALBAN,16,CUNDINAMARCA,Bogotá región
71,15010,ANAPOIMA,16,CUNDINAMARCA,Bogotá región
77,15013,ANOLAIMA,16,CUNDINAMARCA,Bogotá región
86,15217,APULO,16,CUNDINAMARCA,Bogotá región
93,15016,ARBELAEZ,16,CUNDINAMARCA,Bogotá región
144,15019,BELTRAN,16,CUNDINAMARCA,Bogotá región
150,15022,BITUIMA,16,CUNDINAMARCA,Bogotá región
154,15025,BOJACA,16,CUNDINAMARCA,Bogotá región
180,15029,CABRERA,16,CUNDINAMARCA,Bogotá región
185,15030,CACHIPAY,16,CUNDINAMARCA,Bogotá región
193,15031,CAJICA,16,CUNDINAMARCA,Bogotá región
213,15034,CAPARRAPI,16,CUNDINAMARCA,Bogotá región
215,15037,CAQUEZA,16,CUNDINAMARCA,Bogotá región
221,15040,CARMEN DE CARUPA,16,CUNDINAMARCA,Bogotá región
240,15052,CHAGUANI,16,CUNDINAMARCA,Bogotá región
246,15055,CHIA,16,CUNDINAMARCA,Bogotá región
257,15058,CHIPAQUE,16,CUNDINAMARCA,Bogotá región
269,15061,CHOACHI,16,CUNDINAMARCA,Bogotá región
270,15064,CHOCONTA,16,CUNDINAMARCA,Bogotá región
281,15043,COGUA,16,CUNDINAMARCA,Bogotá región
308,15046,COTA,16,CUNDINAMARCA,Bogotá región
319,15049,CUCUNUBA,16,CUNDINAMARCA,Bogotá región
359,15067,EL COLEGIO,16,CUNDINAMARCA,Bogotá región
374,15070,EL PEÑON,16,CUNDINAMARCA,Bogotá región
381,15072,EL ROSAL,16,CUNDINAMARCA,Bogotá región
398,15076,FACATATIVA,16,CUNDINAMARCA,Bogotá región
411,15079,FOMEQUE,16,CUNDINAMARCA,Bogotá región
414,15085,FOSCA,16,CUNDINAMARCA,Bogotá región
423,15088,FUNZA,16,CUNDINAMARCA,Bogotá región
424,15091,FUQUENE,16,CUNDINAMARCA,Bogotá región
425,15094,FUSAGASUGA,16,CUNDINAMARCA,Bogotá región
426,15097,GACHALA,16,CUNDINAMARCA,Bogotá región
427,15100,GACHANCIPA,16,CUNDINAMARCA,Bogotá región
429,15103,GACHETA,16,CUNDINAMARCA,Bogotá región
433,15106,GAMA,16,CUNDINAMARCA,Bogotá región
444,15109,GIRARDOT,16,CUNDINAMARCA,Bogotá región
451,15132,GRANADA,16,CUNDINAMARCA,Bogotá región
457,15112,GUACHETA,16,CUNDINAMARCA,Bogotá región
462,15115,GUADUAS,16,CUNDINAMARCA,Bogotá región
472,15118,GUASCA,16,CUNDINAMARCA,Bogotá región
474,15121,GUATAQUI,16,CUNDINAMARCA,Bogotá región
475,15124,GUATAVITA,16,CUNDINAMARCA,Bogotá región
480,15127,GUAYABAL DE SIQUIMA,16,CUNDINAMARCA,Bogotá región
481,15128,GUAYABETAL,16,CUNDINAMARCA,Bogotá región
485,15130,GUTIERREZ,16,CUNDINAMARCA,Bogotá región
527,15133,JERUSALEN,16,CUNDINAMARCA,Bogotá región
531,15136,JUNIN,16,CUNDINAMARCA,Bogotá región
537,15139,LA CALERA,16,CUNDINAMARCA,Bogotá región
555,15142,LA MESA,16,CUNDINAMARCA,Bogotá región
557,15145,LA PALMA,16,CUNDINAMARCA,Bogotá región
561,15148,LA PEÑA,16,CUNDINAMARCA,Bogotá región
576,15151,LA VEGA,16,CUNDINAMARCA,Bogotá región
587,15154,LENGUAZAQUE,16,CUNDINAMARCA,Bogotá región
607,15157,MACHETA,16,CUNDINAMARCA,Bogotá región
608,15160,MADRID,16,CUNDINAMARCA,Bogotá región
623,15163,MANTA,16,CUNDINAMARCA,Bogotá región
638,15166,MEDINA,16,CUNDINAMARCA,Bogotá región
673,15169,MOSQUERA,16,CUNDINAMARCA,Bogotá región
683,15172,NARIÑO,16,CUNDINAMARCA,Bogotá región
691,15175,NEMOCON,16,CUNDINAMARCA,Bogotá región
693,15178,NILO,16,CUNDINAMARCA,Bogotá región
694,15181,NIMAIMA,16,CUNDINAMARCA,Bogotá región
696,15184,NOCAIMA,16,CUNDINAMARCA,Bogotá región
723,15190,PACHO,16,CUNDINAMARCA,Bogotá región
730,15193,PAIME,16,CUNDINAMARCA,Bogotá región
747,15196,PANDI,16,CUNDINAMARCA,Bogotá región
751,15198,PARATEBUENO (LA NAGUAYA),16,CUNDINAMARCA,Bogotá región
752,15199,PASCA,16,CUNDINAMARCA,Bogotá región
826,15202,PUERTO SALGAR,16,CUNDINAMARCA,Bogotá región
832,15205,PULI,16,CUNDINAMARCA,Bogotá región
837,15208,QUEBRADANEGRA,16,CUNDINAMARCA,Bogotá región
838,15211,QUETAME,16,CUNDINAMARCA,Bogotá región
843,15214,QUIPILE,16,CUNDINAMARCA,Bogotá región
859,15218,RICAURTE,16,CUNDINAMARCA,Bogotá región
911,15220,SAN ANTONIO DEL TEQUENDAMA,16,CUNDINAMARCA,Bogotá región
914,15223,SAN BERNARDO,16,CUNDINAMARCA,Bogotá región
921,15226,SAN CAYETANO,16,CUNDINAMARCA,Bogotá región
930,15229,SAN FRANCISCO,16,CUNDINAMARCA,Bogotá región
947,15232,SAN JUAN DE RIOSECO,16,CUNDINAMARCA,Bogotá región
1016,15235,SASAIMA,16,CUNDINAMARCA,Bogotá región
1020,15238,SESQUILE,16,CUNDINAMARCA,Bogotá región
1023,15239,SIBATE,16,CUNDINAMARCA,Bogotá región
1026,15241,SILVANIA,16,CUNDINAMARCA,Bogotá región
1029,15244,SIMIJACA,16,CUNDINAMARCA,Bogotá región
1035,15247,SOACHA,16,CUNDINAMARCA,Bogotá región
1048,15250,SOPO,16,CUNDINAMARCA,Bogotá región
1058,15256,SUBACHOQUE,16,CUNDINAMARCA,Bogotá región
1064,15259,SUESCA,16,CUNDINAMARCA,Bogotá región
1066,15262,SUPATA,16,CUNDINAMARCA,Bogotá región
1069,15265,SUSA,16,CUNDINAMARCA,Bogotá región
1072,15268,SUTATAUSA,16,CUNDINAMARCA,Bogotá región
1074,15271,TABIO,16,CUNDINAMARCA,Bogotá región
1091,15274,TAUSA,16,CUNDINAMARCA,Bogotá región
1093,15277,TENA,16,CUNDINAMARCA,Bogotá región
1095,15280,TENJO,16,CUNDINAMARCA,Bogotá región
1100,15283,TIBACUY,16,CUNDINAMARCA,Bogotá región
1103,15286,TIBIRITA,16,CUNDINAMARCA,Bogotá región
1114,15289,TOCAIMA,16,CUNDINAMARCA,Bogotá región
1115,15292,TOCANCIPA,16,CUNDINAMARCA,Bogotá región
1123,15295,TOPAIPI,16,CUNDINAMARCA,Bogotá región
1145,15298,UBALA,16,CUNDINAMARCA,Bogotá región
1146,15301,UBAQUE,16,CUNDINAMARCA,Bogotá región
1147,15304,UBATE,16,CUNDINAMARCA,Bogotá región
1150,15307,UNE,16,CUNDINAMARCA,Bogotá región
1160,15316,UTICA,16,CUNDINAMARCA,Bogotá región
1173,15318,VENECIA,16,CUNDINAMARCA,Bogotá región
1176,15319,VERGARA,16,CUNDINAMARCA,Bogotá región
1179,15322,VIANI,16,CUNDINAMARCA,Bogotá región
1188,15323,VILLAGOMEZ,16,CUNDINAMARCA,Bogotá región
1195,15325,VILLAPINZON,16,CUNDINAMARCA,Bogotá región
1199,15328,VILLETA,16,CUNDINAMARCA,Bogotá región
1200,15331,VIOTA,16,CUNDINAMARCA,Bogotá región
1204,15334,YACOPI,16,CUNDINAMARCA,Bogotá región
1221,15337,ZIPACON,16,CUNDINAMARCA,Bogotá región
1222,15340,ZIPAQUIRA,16,CUNDINAMARCA,Bogotá región
133,50070,BARRANCOMINAS,17,GUAINIA,Amazonía
183,50073,CACAHUAL,17,GUAINIA,Amazonía
507,50001,INIRIDA,17,GUAINIA,Amazonía
549,50078,LA GUADALUPE,17,GUAINIA,Amazonía
670,50083,MORICHAL (MORICHAL NUEVO),17,GUAINIA,Amazonía
745,50087,PANA PANA (CAMPO ALEGRE),17,GUAINIA,Amazonía
810,50090,PUERTO COLOMBIA,17,GUAINIA,Amazonía
927,50092,SAN FELIPE,17,GUAINIA,Amazonía
195,54003,CALAMAR,18,GUAVIARE,Amazonía
379,54007,EL RETORNO,18,GUAVIARE,Amazonía
648,54012,MIRAFLORES,18,GUAVIARE,Amazonía
943,54001,SAN JOSE DEL GUAVIARE,18,GUAVIARE,Amazonía
40,19004,ACEVEDO,19,HUILA,Sur Tolima-Huila-Caquetá
42,19007,AGRADO,19,HUILA,Sur Tolima-Huila-Caquetá
49,19010,AIPE,19,HUILA,Sur Tolima-Huila-Caquetá
60,19013,ALGECIRAS,19,HUILA,Sur Tolima-Huila-Caquetá
64,19016,ALTAMIRA,19,HUILA,Sur Tolima-Huila-Caquetá
124,19019,BARAYA,19,HUILA,Sur Tolima-Huila-Caquetá
206,19022,CAMPOALEGRE,19,HUILA,Sur Tolima-Huila-Caquetá
282,19028,COLOMBIA,19,HUILA,Sur Tolima-Huila-Caquetá
389,19031,ELIAS,19,HUILA,Sur Tolima-Huila-Caquetá
438,19034,GARZON,19,HUILA,Sur Tolima-Huila-Caquetá
441,19037,GIGANTE,19,HUILA,Sur Tolima-Huila-Caquetá
460,19040,GUADALUPE,19,HUILA,Sur Tolima-Huila-Caquetá
496,19043,HOBO,19,HUILA,Sur Tolima-Huila-Caquetá
510,19046,IQUIRA,19,HUILA,Sur Tolima-Huila-Caquetá
512,19044,ISNOS,19,HUILA,Sur Tolima-Huila-Caquetá
535,19047,LA ARGENTINA (PLATA VIEJA),19,HUILA,Sur Tolima-Huila-Caquetá
563,19049,LA PLATA,19,HUILA,Sur Tolima-Huila-Caquetá
685,19050,NATAGA,19,HUILA,Sur Tolima-Huila-Caquetá
690,19001,NEIVA,19,HUILA,Sur Tolima-Huila-Caquetá
715,19051,OPORAPA,19,HUILA,Sur Tolima-Huila-Caquetá
728,19052,PAICOL,19,HUILA,Sur Tolima-Huila-Caquetá
734,19055,PALERMO,19,HUILA,Sur Tolima-Huila-Caquetá
736,19056,PALESTINA,19,HUILA,Sur Tolima-Huila-Caquetá
777,19058,PITAL,19,HUILA,Sur Tolima-Huila-Caquetá
778,19061,PITALITO,19,HUILA,Sur Tolima-Huila-Caquetá
873,19064,RIVERA,19,HUILA,Sur Tolima-Huila-Caquetá
892,19067,SALADOBLANCO,19,HUILA,Sur Tolima-Huila-Caquetá
903,19070,SAN AGUSTIN,19,HUILA,Sur Tolima-Huila-Caquetá
994,19074,SANTA MARIA,19,HUILA,Sur Tolima-Huila-Caquetá
1057,19076,SUAZA,19,HUILA,Sur Tolima-Huila-Caquetá
1087,19079,TARQUI,19,HUILA,Sur Tolima-Huila-Caquetá
1092,19082,TELLO,19,HUILA,Sur Tolima-Huila-Caquetá
1098,19085,TERUEL,19,HUILA,Sur Tolima-Huila-Caquetá
1099,19025,TESALIA (CARNICERIAS),19,HUILA,Sur Tolima-Huila-Caquetá
1106,19088,TIMANA,19,HUILA,Sur Tolima-Huila-Caquetá
1198,19091,VILLAVIEJA,19,HUILA,Sur Tolima-Huila-Caquetá
1206,19094,YAGUARA,19,HUILA,Sur Tolima-Huila-Caquetá
54,48002,ALBANIA,20,LA GUAJIRA,Caribe norte
131,48004,BARRANCAS,20,LA GUAJIRA,Caribe norte
334,48005,DIBULLA,20,LA GUAJIRA,Caribe norte
336,48008,DISTRACCION,20,LA GUAJIRA,Caribe norte
369,48006,EL MOLINO,20,LA GUAJIRA,Caribe norte
412,48007,FONSECA,20,LA GUAJIRA,Caribe norte
491,48009,HATONUEVO,20,LA GUAJIRA,Caribe norte
551,48012,LA JAGUA DEL PILAR,20,LA GUAJIRA,Caribe norte
612,48010,MAICAO,20,LA GUAJIRA,Caribe norte
619,48011,MANAURE,20,LA GUAJIRA,Caribe norte
866,48001,RIOHACHA,20,LA GUAJIRA,Caribe norte
949,48013,SAN JUAN DEL CESAR,20,LA GUAJIRA,Caribe norte
1155,48016,URIBIA,20,LA GUAJIRA,Caribe norte
1158,48018,URUMITA,20,LA GUAJIRA,Caribe norte
1194,48020,VILLANUEVA,20,LA GUAJIRA,Caribe norte
59,21008,ALGARROBO,21,MAGDALENA,Caribe norte
88,21010,ARACATACA,21,MAGDALENA,Caribe norte
104,21012,ARIGUANI (EL DIFICIL),21,MAGDALENA,Caribe norte
237,21013,CERRO DE SAN ANTONIO,21,MAGDALENA,Caribe norte
267,21015,CHIVOLO,21,MAGDALENA,Caribe norte
272,21016,CIENAGA,21,MAGDALENA,Caribe norte
290,21020,CONCORDIA,21,MAGDALENA,Caribe norte
347,21025,EL BANCO,21,MAGDALENA,Caribe norte
376,21028,EL PIÑON,21,MAGDALENA,Caribe norte
378,21030,EL RETEN,21,MAGDALENA,Caribe norte
421,21031,FUNDACION,21,MAGDALENA,Caribe norte
465,21040,GUAMAL,21,MAGDALENA,Caribe norte
701,21042,NUEVA GRANADA,21,MAGDALENA,Caribe norte
759,21046,PEDRAZA,21,MAGDALENA,Caribe norte
772,21048,PIJIÑO DEL CARMEN,21,MAGDALENA,Caribe norte
779,21049,PIVIJAY,21,MAGDALENA,Caribe norte
782,21052,PLATO,21,MAGDALENA,Caribe norte
799,21055,PUEBLOVIEJO,21,MAGDALENA,Caribe norte
850,21058,REMOLINO,21,MAGDALENA,Caribe norte
886,21060,SABANAS DE SAN ANGEL,21,MAGDALENA,Caribe norte
894,21067,SALAMINA,21,MAGDALENA,Caribe norte
978,21070,SAN SEBASTIAN DE BUENAVISTA,21,MAGDALENA,Caribe norte
982,21073,SAN ZENON,21,MAGDALENA,Caribe norte
984,21076,SANTA ANA,21,MAGDALENA,Caribe norte
988,21078,SANTA BARBARA DE PINTO,21,MAGDALENA,Caribe norte
995,21001,SANTA MARTA,21,MAGDALENA,Caribe norte
1034,21079,SITIONUEVO,21,MAGDALENA,Caribe norte
1094,21085,TENERIFE,21,MAGDALENA,Caribe norte
1217,21090,ZAPAYAN,21,MAGDALENA,Caribe norte
1223,21095,ZONA BANANERA (SEVILLA),21,MAGDALENA,Caribe norte
38,52005,ACACIAS,22,META,Llanos petroleros
129,52006,BARRANCA DE UPIA,22,META,Llanos petroleros
182,52008,CABUYARO,22,META,Llanos petroleros
230,52010,CASTILLA LA NUEVA,22,META,Llanos petroleros
317,52015,CUBARRAL,22,META,Llanos petroleros
323,52020,CUMARAL,22,META,Llanos petroleros
349,52025,EL CALVARIO,22,META,Llanos petroleros
355,52027,EL CASTILLO,22,META,Llanos petroleros
362,52028,EL DORADO,22,META,Llanos petroleros
420,52030,FUENTE DE ORO,22,META,Llanos petroleros
452,52035,GRANADA,22,META,Llanos petroleros
466,52040,GUAMAL,22,META,Llanos petroleros
553,52041,LA MACARENA,22,META,Llanos petroleros
586,52042,LEJANIAS,22,META,Llanos petroleros
625,52046,MAPIRIPAN,22,META,Llanos petroleros
644,52044,MESETAS,22,META,Llanos petroleros
811,52047,PUERTO CONCORDIA,22,META,Llanos petroleros
813,52043,PUERTO GAITAN,22,META,Llanos petroleros
817,52048,PUERTO LLERAS,22,META,Llanos petroleros
818,52045,PUERTO LOPEZ,22,META,Llanos petroleros
823,52049,PUERTO RICO,22,META,Llanos petroleros
857,52050,RESTREPO,22,META,Llanos petroleros
920,52055,SAN CARLOS DE GUAROA,22,META,Llanos petroleros
945,52058,SAN JUAN DE ARAMA,22,META,Llanos petroleros
951,52059,SAN JUANITO,22,META,Llanos petroleros
960,52060,SAN MARTIN DE LOS LLANOS,22,META,Llanos petroleros
1154,52074,URIBE,22,META,Llanos petroleros
1197,52001,VILLAVICENCIO,22,META,Llanos petroleros
1202,52080,VISTA HERMOSA,22,META,Llanos petroleros
51,23004,ALBAN (SAN JOSE),23,NARIÑO,Sur andino Nariño
56,23007,ALDANA,23,NARIÑO,Sur andino Nariño
72,23010,ANCUYA,23,NARIÑO,Sur andino Nariño
94,23013,ARBOLEDA (BERRUECOS),23,NARIÑO,Sur andino Nariño
125,23016,BARBACOAS,23,NARIÑO,Sur andino Nariño
138,23017,BELEN,23,NARIÑO,Sur andino Nariño
175,23019,BUESACO,23,NARIÑO,Sur andino Nariño
239,23038,CHACHAGUI,23,NARIÑO,Sur andino Nariño
284,23022,COLON (GENOVA),23,NARIÑO,Sur andino Nariño
293,23025,CONSACA,23,NARIÑO,Sur andino Nariño
294,23028,CONTADERO,23,NARIÑO,Sur andino Nariño
300,23031,CORDOBA,23,NARIÑO,Sur andino Nariño
314,23034,CUASPUD (CARLOSAMA),23,NARIÑO,Sur andino Nariño
325,23037,CUMBAL,23,NARIÑO,Sur andino Nariño
326,23039,CUMBITARA,23,NARIÑO,Sur andino Nariño
357,23041,EL CHARCO,23,NARIÑO,Pacífico afro
372,23044,EL PEÑOL,23,NARIÑO,Sur andino Nariño
382,23040,EL ROSARIO,23,NARIÑO,Sur andino Nariño
384,23043,EL TABLON,23,NARIÑO,Sur andino Nariño
386,23046,EL TAMBO,23,NARIÑO,Sur andino Nariño
416,23047,FRANCISCO PIZARRO (SALAHONDA),23,NARIÑO,Sur andino Nariño
422,23049,FUNES,23,NARIÑO,Sur andino Nariño
458,23052,GUACHUCAL,23,NARIÑO,Sur andino Nariño
463,23055,GUAITARILLA,23,NARIÑO,Sur andino Nariño
464,23058,GUALMATAN,23,NARIÑO,Sur andino Nariño
502,23061,ILES,23,NARIÑO,Sur andino Nariño
503,23064,IMUES,23,NARIÑO,Sur andino Nariño
509,23067,IPIALES,23,NARIÑO,Sur andino Nariño
542,23073,LA CRUZ,23,NARIÑO,Sur andino Nariño
547,23076,LA FLORIDA,23,NARIÑO,Sur andino Nariño
552,23077,LA LLANADA,23,NARIÑO,Sur andino Nariño
569,23078,LA TOLA,23,NARIÑO,Pacífico afro
571,23079,LA UNION,23,NARIÑO,Sur andino Nariño
585,23080,LEIVA,23,NARIÑO,Sur andino Nariño
593,23082,LINARES,23,NARIÑO,Sur andino Nariño
597,23085,LOS ANDES (SOTOMAYOR),23,NARIÑO,Sur andino Nariño
610,23088,MAGUI (PAYAN),23,NARIÑO,Sur andino Nariño
617,23091,MALLAMA (PIEDRANCHA),23,NARIÑO,Sur andino Nariño
